Server round,Layer,Similarity
1,0,"{'mean': 0.99966552269902, 'ci': array([0.0003107])}"
1,1,"{'mean': 0.9811771486190013, 'ci': 0.007835995715039568}"
1,2,"{'mean': 0.9998605734205014, 'ci': array([6.19774374e-05])}"
1,3,"{'mean': 0.9208295745931115, 'ci': 0.024483746325025812}"
1,4,"{'mean': 0.9990845936818998, 'ci': 0.0003139407930357052}"
1,5,"{'mean': 0.8900940107597975, 'ci': 0.027412569459380087}"
1,6,"{'mean': 0.9449764621209854, 'ci': 0.03293052735386348}"
1,7,"{'mean': 0.1531961144313445, 'ci': 0.09499683155591288}"
2,0,"{'mean': 0.9994007173869561, 'ci': array([0.00020544])}"
2,1,"{'mean': 0.984748840857935, 'ci': 0.008573162559034508}"
2,2,"{'mean': 0.9997454896250434, 'ci': array([7.17405894e-05])}"
2,3,"{'mean': 0.9715091273506649, 'ci': 0.017944008941157108}"
2,4,"{'mean': 0.9987060115225305, 'ci': 0.0004498301401806293}"
2,5,"{'mean': 0.9513088717107371, 'ci': 0.01286260079866186}"
2,6,"{'mean': 0.9564281103563755, 'ci': 0.026185595282680052}"
2,7,"{'mean': 0.5155039262407782, 'ci': 0.13414662382156806}"
3,0,"{'mean': 0.9993938341273189, 'ci': array([0.00027837])}"
3,1,"{'mean': 0.9900533700999561, 'ci': 0.0027865674005771446}"
3,2,"{'mean': 0.9998438037925989, 'ci': array([3.5491979e-05])}"
3,3,"{'mean': 0.9801708245701463, 'ci': 0.008381808627401122}"
3,4,"{'mean': 0.9988660926791718, 'ci': 0.0003426380846482946}"
3,5,"{'mean': 0.9754609620995242, 'ci': 0.009397721695633798}"
3,6,"{'mean': 0.9656717957527369, 'ci': 0.021642807038797063}"
3,7,"{'mean': 0.7619118970373243, 'ci': 0.07191872014381173}"
4,0,"{'mean': 0.9993705447219, 'ci': array([0.00023676])}"
4,1,"{'mean': 0.9857718669319119, 'ci': 0.008735731312701112}"
4,2,"{'mean': 0.9996469208542615, 'ci': array([0.00016137])}"
4,3,"{'mean': 0.9891679873256757, 'ci': 0.005388456945147668}"
4,4,"{'mean': 0.9988418340011176, 'ci': 0.0001773377797293918}"
