Server round,Layer,Similarity
1,0,0.9997853209428248
1,1,0.9759309930775606
1,2,0.9998346349628783
1,3,0.9032132395276752
1,4,0.9989389519474233
1,5,0.885555473581193
1,6,0.9202498563197489
1,7,0.20589713422461164
2,0,0.9995223645188404
2,1,0.9951768099158054
2,2,0.9998308145460295
2,3,0.9793797234701076
2,4,0.9989840537971656
2,5,0.9477963489201308
2,6,0.9670884868443844
2,7,0.4308856318905833
3,0,0.9989870034404223
3,1,0.9934752699489219
3,2,0.9996790725240526
3,3,0.9835887418519018
3,4,0.998396058482767
3,5,0.9613857737008313
3,6,0.9622609560983578
3,7,0.56202475190447
4,0,0.9990204884909614
4,1,0.9892628839620733
4,2,0.9994539805583886
4,3,0.9904917425934968
4,4,0.9984833196069732
4,5,0.969980063419646
4,6,0.9592118696405114
4,7,0.6653828624909908
5,0,0.9992011173237376
5,1,0.9911679096568666
5,2,0.9990226089480606
5,3,0.9851355486412281
5,4,0.998033641880284
5,5,0.9637697873366813
5,6,0.976794798436805
5,7,0.6678930080953908
6,0,0.99944422479341
6,1,0.993639449628457
6,2,0.999032442651736
6,3,0.9936599292467844
6,4,0.9983322523848113
6,5,0.9800627274747379
6,6,0.9816506522454103
6,7,0.8347193630243477
7,0,0.9994713841603017
7,1,0.9924141001658353
7,2,0.9985585182655177
7,3,0.9947970050552036
7,4,0.9980544214523132
7,5,0.981366695184012
7,6,0.9845241063465
7,7,0.8749780097122235
8,0,0.9995652567562024
8,1,0.9955869866054033
8,2,0.9987384886759659
8,3,0.9959947447802097
8,4,0.9980931978314884
8,5,0.9846152304227974
8,6,0.9880525379517127
8,7,0.8891204586358907
9,0,0.9996889780589927
9,1,0.995365392946451
9,2,0.9982631751901568
9,3,0.9967837106241548
9,4,0.9981493493684693
9,5,0.9884786215466047
9,6,0.9908921788078668
9,7,0.9236566093242301
10,0,0.9995925926086251
10,1,0.9930231561976369
10,2,0.9981808903066783
10,3,0.9945609426584975
10,4,0.9973700993701741
10,5,0.981189766721838
10,6,0.9865097879323242
10,7,0.8966531678728202
11,0,0.9997122421398563
11,1,0.9965327838326722
11,2,0.9981717005631473
11,3,0.9975944191814866
11,4,0.9984021275775414
11,5,0.9911154119214102
11,6,0.993862006796746
11,7,0.9512322070474496
12,0,0.9997024146500898
12,1,0.9972574369061284
12,2,0.9981505184679326
12,3,0.9972139049812304
12,4,0.9982219090202937
12,5,0.9921171834342419
12,6,0.9961181184239313
12,7,0.9746116788844477
13,0,0.9996457169539488
13,1,0.9954049280293112
13,2,0.9978809156710934
13,3,0.9971164996039105
13,4,0.9972588802798917
13,5,0.9865040195448245
13,6,0.9908895074916008
13,7,0.9293916210710825
14,0,0.9996660738426529
14,1,0.9971058766548965
14,2,0.9975442394313231
14,3,0.9974436485101221
14,4,0.9974104331994905
14,5,0.9884974560099099
14,6,0.9927368546223092
14,7,0.9515749289130851
15,0,0.9996444191767099
15,1,0.9962440331868344
15,2,0.9981146003682603
15,3,0.9969162364839229
15,4,0.9974401538414844
15,5,0.9904032487046474
15,6,0.9922953831214961
15,7,0.9536005771365201
16,0,0.9996923316153041
16,1,0.9974720442435409
16,2,0.9973773580879888
16,3,0.9975931264568744
16,4,0.9974067506900967
16,5,0.9878743413917878
16,6,0.9937269615751377
16,7,0.9547532730503486
17,0,0.9997345782153296
17,1,0.997364582558718
17,2,0.9976815886433609
17,3,0.998338607194225
17,4,0.9979841355554466
17,5,0.9932805750631323
17,6,0.9966535096875554
17,7,0.9779344056216145
18,0,0.9996432962578128
18,1,0.9977921238495271
18,2,0.9970215539416527
18,3,0.9977043645090858
18,4,0.9974250780774033
18,5,0.989470737414035
18,6,0.9943779950694154
18,7,0.9524124633933416
19,0,0.9995969506203363
19,1,0.99755491789323
19,2,0.9972625185340133
19,3,0.9984607465147864
19,4,0.9976324941538329
19,5,0.9921603605551527
19,6,0.9944474944178491
19,7,0.9735749168703879
20,0,0.9995508386446343
20,1,0.9975801338176801
20,2,0.9967511767593712
20,3,0.9983117068892265
20,4,0.9972443471609175
20,5,0.9913650687936332
20,6,0.996011308170727
20,7,0.9679046161169002
