Server round,Layer,Similarity
1,0,0.9994689003269339
1,1,0.9792419141057438
1,2,0.9998621743677553
1,3,0.8203408431185983
1,4,0.9977252073258894
1,5,0.7023706339019344
1,6,0.7558333892659476
1,7,0.093308567959936
2,0,0.9994553005757305
2,1,0.9497033036979267
2,2,0.9997777154475536
2,3,0.8920046187475857
2,4,0.9961596900086271
2,5,0.8301676530246234
2,6,0.8411142559076239
2,7,0.12359135667861894
3,0,0.9989426330991823
3,1,0.919528259226053
3,2,0.9994880206720987
3,3,0.9067812756382628
3,4,0.994836596754306
3,5,0.8119309672328547
3,6,0.8124415347105616
3,7,0.21908449763074217
4,0,0.9990521528256305
4,1,0.9591639702537382
4,2,0.9991849083039035
4,3,0.8922883251013608
4,4,0.9940437746118782
4,5,0.8019016311683047
4,6,0.8156636960642676
4,7,0.25050993942474814
5,0,0.9981890307894762
5,1,0.9763204874634386
5,2,0.9988029571705629
5,3,0.9150905358823219
5,4,0.9925528632517431
5,5,0.8100967429108821
5,6,0.80620835762403
5,7,0.19371761100681278
6,0,0.9969879000631277
6,1,0.9732448195728813
6,2,0.9981779420740184
6,3,0.9573408592524476
6,4,0.992723931667092
6,5,0.8886897957201121
6,6,0.87277107866967
6,7,0.32804445731361365
7,0,0.9979326407090212
7,1,0.9741578969288813
7,2,0.9980897732595754
7,3,0.9303573708650125
7,4,0.9923987782983597
7,5,0.862372057234549
7,6,0.8853413845102727
7,7,0.32109407221568764
8,0,0.9978807911823411
8,1,0.9779078498088896
8,2,0.9971367969293385
8,3,0.9416963374279839
8,4,0.9899609301107253
8,5,0.8859977200689408
8,6,0.8993104608836382
8,7,0.3393446384537439
9,0,0.9984551009378081
9,1,0.9803781454180138
9,2,0.9969841615470206
9,3,0.9589107559067079
9,4,0.9921274011265432
9,5,0.9053891379173282
9,6,0.9286728894167862
9,7,0.43424733272697097
10,0,0.9991700603895857
10,1,0.9841339690127868
10,2,0.9973608914427867
10,3,0.9527979752452351
10,4,0.991642360372086
10,5,0.9224913654793714
10,6,0.9210971185293702
10,7,0.42411321799599994
11,0,0.999401914119356
11,1,0.9778998394338525
11,2,0.9985088868715526
11,3,0.9484302465503835
11,4,0.9935535101257842
11,5,0.8999557885854061
11,6,0.9312416701361702
11,7,0.39574321594130746
12,0,0.9994719203401913
12,1,0.9894513127292373
12,2,0.9983490378568833
12,3,0.960937021580591
12,4,0.9927320432684117
12,5,0.9073518589624081
12,6,0.9066467754241051
12,7,0.45274228893942503
13,0,0.9994901306367645
13,1,0.9858762360961373
13,2,0.9985463637311032
13,3,0.9549002075372595
13,4,0.9927238742521997
13,5,0.914817790332154
13,6,0.9472296528349793
13,7,0.5175385139198984
14,0,0.9995961315885982
14,1,0.98298933067716
14,2,0.9986875138292197
14,3,0.9453609243323619
14,4,0.9920420122314757
14,5,0.9161201831221248
14,6,0.9596219028827808
14,7,0.6169053811307863
15,0,0.9995384171682679
15,1,0.9893145480536093
15,2,0.9987004821833126
15,3,0.9439411779746705
15,4,0.9921367757478953
15,5,0.9250184910434933
15,6,0.9554952893108095
15,7,0.6709493786178297
16,0,0.9996026311943927
16,1,0.9847225376870055
16,2,0.9981019474935576
16,3,0.9608713040543128
16,4,0.9909783790076124
16,5,0.9101483852142281
16,6,0.9539993811727214
16,7,0.6026447084069777
17,0,0.9996757541334504
17,1,0.9927598990956179
17,2,0.9984578415048198
17,3,0.9725929270203586
17,4,0.9937493326009388
17,5,0.9284755400532623
17,6,0.958269289842409
17,7,0.656210528463566
18,0,0.9998112400765725
18,1,0.9942655051046676
18,2,0.9992097014925144
18,3,0.97427997889197
18,4,0.992329643730138
18,5,0.9330637512760184
18,6,0.9634274482513324
18,7,0.7260102001448541
19,0,0.9997949583395609
19,1,0.9918446858771932
19,2,0.9987843156677046
19,3,0.9747755924632372
19,4,0.9945016678198012
19,5,0.9382350995034332
19,6,0.9696898888231982
19,7,0.7515151399843085
20,0,0.9997592786426575
20,1,0.9914904151699573
20,2,0.9984399246947075
20,3,0.9799955238753546
20,4,0.9952146517740141
20,5,0.9583501649649796
20,6,0.9738711635712303
20,7,0.8553862111743836
