Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.460336,1,0.181213,183.03786493510026,0.679981159090293,0.987448,[]
3.446328,2,0.316955,237.2534720504634,0.8290831051557561,0.987448,[]
3.275278,3,0.382578,228.495317238669,0.8449664160630845,0.987448,[]
3.206774,4,0.499667,302.3994047613189,0.8635336964333092,0.987448,[]
3.202198,5,0.626915,295.39759646957185,0.8856344739452711,0.987448,[]
3.206501,6,0.56529,285.3714071171112,0.8857550379480769,0.984658,[]
3.216243,7,0.661476,282.50226105289846,0.8861600594773353,0.980474,[]
3.198996,8,0.69487,301.9378412852553,0.8919119255736481,0.987448,[]
3.170501,9,0.68954,280.5213004390219,0.8773172219368239,0.967922,[]
3.201378,10,0.637159,255.98837375943464,0.8616016715769172,0.938633,[]
3.42414,11,0.531146,205.80400870731359,0.883786336071122,0.974895,[]
3.165738,12,0.688708,256.5228060036768,0.8776792661401231,0.923701,[]
3.197437,13,0.642155,286.58602111756954,0.9184402595371196,0.987448,[]
3.177296,14,0.695953,276.51442548265004,0.9041304295487971,0.974895,[]
3.166412,15,0.624833,273.6819824175497,0.8909384221637918,0.95258,[]
3.223986,16,0.639657,303.57889831146036,0.9007225838298364,0.918831,[]
3.238946,17,0.647318,297.01637581116637,0.895007636092538,0.918831,[]
3.175782,18,0.718021,296.7198847397996,0.9065015059953799,0.988842,[]
3.185235,19,0.685543,308.0359394616154,0.916804579170984,0.963738,[]
3.224068,20,0.665806,276.7070427365375,0.8889142383547609,0.917713,[]
3.485969,21,0.626749,299.357328288452,0.879234166127714,0.920463,[]
3.194546,22,0.691955,308.15571956398924,0.9127847012871371,0.980474,[]
3.189625,23,0.676299,307.84159481785434,0.9159763853304449,0.966527,[]
3.145358,24,0.756163,305.2708633328769,0.9201274591225234,0.973501,[]
3.258296,25,0.736176,279.52388091181047,0.8809050218104909,0.905594,[]
3.183681,26,0.730846,295.33398043570946,0.9179856394265148,0.962343,[]
3.204485,27,0.681046,276.3222575182824,0.8768488044546835,0.930195,[]
3.229838,28,0.7007,284.55739315645974,0.9113950140198023,0.987448,[]
3.207524,29,0.676133,286.7846709641224,0.8824255939032959,0.977685,[]
3.254588,30,0.664973,289.3525315251277,0.8920789425688191,0.942817,[]
3.205138,31,0.768571,291.0074698353979,0.9078078482181542,0.93637,[]
3.209244,32,0.767738,287.9413959471614,0.9080664680533627,0.987448,[]
3.208838,33,0.737508,288.35457339879315,0.9078931665046557,0.984658,[]
3.48921,34,0.783228,301.7362880065969,0.9267370021653925,0.983264,[]
3.151952,35,0.779647,308.78291727360823,0.920302672830857,0.965132,[]
3.186227,36,0.748668,307.5113819031744,0.8878550118509188,0.932755,[]
3.241784,37,0.769237,306.5904882738537,0.9240939233182743,0.986053,[]
3.184518,38,0.789973,301.1079706683302,0.9344790373135414,0.981869,[]
3.19022,39,0.785893,297.9768908824978,0.935454505870162,0.974895,[]
3.174257,40,0.806629,296.347785549344,0.9329829331811645,0.986053,[]
3.182156,41,0.793055,294.62370491866403,0.9276824600788048,0.987448,[]
3.173548,42,0.776316,288.0138711937326,0.9258599076312525,0.987448,[]
3.163924,43,0.809294,304.6016907372643,0.9260644740506194,0.979079,[]
3.193455,44,0.80563,304.2040598019691,0.9379434781525953,0.977685,[]
3.107898,45,0.803548,298.27394706879784,0.9316880451541548,0.970711,[]
3.26063,46,0.807878,295.2245713012384,0.9311936348936388,0.987448,[]
3.170588,47,0.811459,299.9045848265745,0.9361283652221071,0.987448,[]
3.173919,48,0.799883,306.97294261872656,0.929652854938797,0.956764,[]
3.209318,49,0.814207,305.3657274482518,0.9340056496829652,0.974895,[]
3.567584,50,0.814624,295.714710489688,0.9329258495220702,0.988842,[]
