Round,Cid,Size of parameters,Size of config,Loss,Accuracy
1,17,3514152,604,3.047773,0.0
1,18,0,508,1.263313,0.487805
1,6,3514152,604,2.802741,0.013986
1,19,3514152,604,2.363797,0.197302
1,12,3514152,604,2.57599,0.039872
1,11,3514152,604,2.912255,0.0
1,3,0,508,1.5607,0.821429
1,8,0,508,1.094178,0.492777
1,5,3514152,604,2.482438,0.056962
1,14,3514152,604,2.340504,0.010152
1,0,3514152,604,2.493086,0.0
1,2,0,508,1.161583,0.418814
1,7,0,508,0.104044,0.987448
1,1,3514152,604,1.60375,0.375635
1,15,3514152,604,2.4015,0.0
1,13,3514152,604,2.758752,0.0
1,16,3514152,604,2.377377,0.0
1,4,0,508,1.111418,0.610448
1,9,3514152,604,2.994773,0.0
1,10,3514152,604,2.779325,0.0
2,18,0,512,1.08069,0.487805
2,1,0,512,0.740286,0.715736
2,5,0,512,0.887633,0.677215
2,17,3514152,608,2.96421,0.0
2,3,3493632,588,1.637503,0.821429
2,16,0,512,0.473883,0.829688
2,2,0,512,1.246255,0.304124
2,14,3514152,608,3.664112,0.0
2,6,3514152,608,2.267044,0.503497
2,13,3514152,608,4.2565,0.0
2,4,3493632,588,1.23012,0.610448
2,11,0,512,0.679743,0.777889
2,8,3493632,588,1.234238,0.492777
2,7,3493632,588,0.262344,0.987448
2,15,3514152,608,3.043192,0.316129
2,19,3514152,608,3.560091,0.0
2,0,3514152,608,2.438067,0.0
2,10,3514152,608,3.950296,0.000949
2,12,3514152,608,4.468323,0.0
2,9,3514152,608,3.289927,0.0
3,5,3493632,588,1.109763,0.677215
3,1,3493632,588,0.845755,0.761421
3,3,3514152,612,1.709256,0.821429
3,17,0,512,1.076199,0.42439
3,18,0,512,1.001724,0.521951
3,14,0,512,1.069864,0.605753
3,7,0,512,0.096084,0.987448
3,4,0,512,0.996163,0.638806
3,19,3514152,608,2.55369,0.001686
3,13,3514152,608,2.752375,0.006494
3,6,3514152,608,1.908215,0.562937
3,0,3514152,608,2.16211,0.0
3,12,3514152,608,3.436652,0.020734
3,8,3514152,612,1.234915,0.4687
3,11,0,512,1.185821,0.515578
3,2,3493632,588,1.281283,0.304124
3,16,3493632,588,0.617529,0.834375
3,15,3514152,608,2.755619,0.037097
3,10,3514152,608,2.92898,0.0
3,9,3514152,608,2.06961,0.421547
4,3,0,512,0.740972,0.821429
4,5,3493632,588,1.353956,0.677215
4,18,3493632,588,1.129073,0.473171
4,7,0,512,0.090419,0.987448
4,17,3493632,588,1.233482,0.42439
4,6,3514152,608,3.726454,0.0
4,12,0,512,0.568592,0.874003
4,15,0,512,1.200478,0.575806
4,14,3493632,588,1.335566,0.626058
4,16,3493632,588,1.03772,0.839063
4,1,3493632,588,1.213026,0.629442
4,4,3493632,588,1.157828,0.638806
4,13,3514152,608,4.034023,0.00487
4,0,3514152,608,3.087243,0.0
4,19,3514152,608,3.406107,0.006745
4,8,3514152,612,1.363888,0.492777
4,2,0,512,1.129858,0.42268
4,11,3493632,588,1.247617,0.456281
4,10,3514152,608,3.29258,0.055028
4,9,0,512,0.461693,0.81128
5,3,3493632,588,1.065329,0.821429
5,18,3493632,588,1.420179,0.487805
5,17,3493632,588,1.497171,0.4
5,6,3514152,608,1.991274,0.157343
5,16,0,512,0.37642,0.8875
5,1,3514152,612,1.407781,0.685279
5,19,0,512,1.15581,0.210793
5,13,0,512,0.310443,0.913961
5,5,3514152,612,1.467578,0.677215
5,14,3493632,588,1.496593,0.573604
5,11,0,512,0.569622,0.820101
5,0,0,512,0.452951,0.811702
5,8,0,512,0.972504,0.502408
5,12,3493632,588,0.983197,0.875598
5,4,3493632,588,1.428295,0.61194
5,7,3493632,588,0.244191,0.987448
5,10,3514152,608,2.843965,0.176471
5,2,3493632,588,1.249234,0.448454
5,15,3493632,588,1.387129,0.591935
5,9,3493632,588,0.553094,0.800434
6,18,0,512,0.966853,0.570732
6,3,3493632,588,1.419353,0.821429
6,1,0,512,0.644692,0.741117
6,17,3514152,612,1.961394,0.234146
6,6,3514152,608,3.378138,0.0
6,5,3514152,612,1.529026,0.664557
6,19,3493632,588,1.224958,0.229342
6,15,0,512,1.285004,0.525806
6,16,3493632,588,0.471799,0.875
6,8,0,512,0.92017,0.5313
6,14,3514152,612,1.430955,0.483926
6,2,0,512,1.109249,0.417526
6,0,0,512,0.621201,0.681915
6,12,3493632,588,1.736636,0.07815
6,13,3493632,588,0.569789,0.907468
6,10,3514152,608,3.166125,0.078748
6,7,3493632,588,0.808558,0.987448
6,4,3514152,612,1.628864,0.404478
6,11,3493632,588,0.668435,0.827136
6,9,3493632,588,0.956016,0.829356
7,1,0,512,0.909167,0.619289
7,17,3514152,612,1.810314,0.434146
7,4,0,512,0.920251,0.677612
7,5,3514152,612,1.736015,0.664557
7,3,3514152,612,1.380486,0.803571
7,6,3514152,608,3.285779,0.003497
7,18,3493632,588,1.058488,0.512195
7,15,3493632,588,1.411526,0.517742
7,12,0,512,0.558523,0.875598
7,16,3493632,588,0.803322,0.882812
7,13,0,512,0.271528,0.917208
7,2,0,512,1.096267,0.472938
7,8,3493632,588,1.094257,0.539326
7,14,3514152,612,1.346382,0.480541
7,10,0,512,0.932874,0.640417
7,19,3493632,588,1.401994,0.480607
7,7,3514152,612,0.605859,0.973501
7,0,3493632,588,0.635385,0.678723
7,11,3493632,588,0.987163,0.830151
7,9,3514152,612,1.157467,0.764281
8,18,0,512,0.907948,0.604878
8,6,0,512,0.407763,0.895105
8,5,3514152,612,1.929919,0.113924
8,1,3493632,588,0.776439,0.700508
8,17,3514152,612,1.703353,0.219512
8,4,0,512,0.946701,0.652239
8,12,0,512,0.52687,0.872408
8,7,0,512,0.086392,0.987448
8,13,3493632,588,0.44992,0.912338
8,3,3514152,612,1.934165,0.107143
8,15,3493632,588,1.504122,0.559677
8,14,3514152,612,1.461914,0.57022
8,16,3514152,612,1.116601,0.746875
8,19,3514152,612,1.474206,0.217538
8,8,3493632,588,1.337862,0.504013
8,2,3493632,588,1.212934,0.451031
8,10,3493632,588,1.063806,0.649905
8,11,0,512,0.529829,0.833166
8,0,3493632,588,0.961652,0.62766
8,9,3514152,612,0.976139,0.83008
9,5,0,512,0.836162,0.677215
9,3,3514152,612,2.267414,0.044643
9,14,0,512,0.910936,0.678511
9,16,3514152,612,1.487132,0.629687
9,6,3493632,588,0.613738,0.884615
9,8,0,512,0.972486,0.513644
9,4,0,512,0.869195,0.691045
9,13,0,512,0.273023,0.909091
9,18,3493632,588,1.055941,0.565854
9,1,3493632,588,0.989418,0.609137
9,17,3514152,612,1.419223,0.526829
9,19,3514152,612,1.132698,0.63575
9,15,3493632,588,1.66151,0.632258
9,12,3493632,588,0.68323,0.877193
9,7,3493632,588,0.214107,0.984658
9,2,3493632,588,1.454008,0.426546
9,11,0,512,0.468966,0.862312
9,10,3493632,588,1.385387,0.562619
9,0,3493632,588,1.144084,0.705319
9,9,3514152,612,0.976506,0.828633
10,3,0,512,0.680134,0.821429
10,18,0,512,0.923985,0.6
10,1,0,512,0.580594,0.791878
10,13,0,512,0.263317,0.909091
10,5,3493632,588,1.066757,0.677215
10,17,3514152,612,1.547597,0.434146
10,6,3493632,588,1.072187,0.863636
10,8,3493632,588,1.04003,0.512039
10,4,3493632,588,1.017333,0.713433
10,14,3493632,588,1.04344,0.629442
10,7,3493632,588,0.527333,0.972106
10,12,3493632,588,0.915033,0.875598
10,15,0,512,1.005182,0.662903
10,16,3514152,612,1.364456,0.6
10,0,0,512,0.428387,0.814894
10,2,3493632,588,1.594333,0.377577
10,19,3514152,612,1.322226,0.505902
10,11,3493632,588,0.595132,0.856281
10,10,3493632,588,1.427455,0.724858
10,9,3514152,612,1.264628,0.701374
11,1,3493632,588,0.680102,0.796954
11,18,0,512,0.986007,0.517073
11,17,0,512,0.751537,0.702439
11,6,0,512,0.391927,0.905594
11,5,3493632,588,1.478854,0.670886
11,14,0,512,0.869404,0.683587
11,19,0,512,1.687271,0.198988
11,3,3493632,588,0.905477,0.821429
11,15,3493632,588,1.095542,0.682258
11,2,0,512,1.106671,0.469072
11,16,3514152,612,1.224504,0.790625
11,8,3493632,588,1.412041,0.47512
11,12,3493632,588,1.572455,0.802233
11,0,3493632,588,0.52807,0.787234
11,13,3493632,588,0.383738,0.925325
11,7,3493632,588,1.147888,0.970711
11,4,3493632,588,1.288827,0.635821
11,10,3514152,612,1.801529,0.401328
11,11,3493632,588,1.033595,0.857286
11,9,3514152,612,1.802633,0.28778
12,6,0,512,0.392931,0.905594
12,16,0,512,0.32348,0.901563
12,3,3493632,588,1.162446,0.821429
12,1,3493632,588,0.912092,0.695431
12,17,3493632,588,0.96665,0.736585
12,18,3493632,588,0.992264,0.517073
12,4,0,512,0.840501,0.716418
12,8,0,512,0.895506,0.581059
12,5,3493632,588,1.734883,0.639241
12,15,0,512,1.078935,0.603226
12,12,3514152,612,1.415525,0.69378
12,14,3493632,588,1.02605,0.658206
12,13,3493632,588,0.669101,0.902597
12,2,3493632,588,1.216585,0.434278
12,0,3493632,588,0.79953,0.808511
12,7,3514152,612,1.286456,0.800558
12,19,3493632,588,1.300975,0.200675
12,11,0,512,0.510425,0.847236
12,10,3514152,612,1.706878,0.311195
12,9,3514152,612,1.260215,0.740419
13,5,0,512,0.81336,0.677215
13,3,3493632,588,1.413961,0.821429
13,18,3493632,588,1.266041,0.463415
13,17,3493632,588,1.186711,0.75122
13,8,0,512,0.849698,0.601926
13,13,0,512,0.248427,0.925325
13,4,0,512,0.842479,0.719403
13,7,0,512,0.081588,0.987448
13,6,3493632,588,0.594476,0.895105
13,1,3493632,588,1.184572,0.756345
13,15,3493632,588,1.141171,0.591935
13,14,3493632,588,1.3768,0.681895
13,19,3493632,588,1.342951,0.204047
13,12,3514152,612,1.674378,0.1563
13,0,3493632,588,1.107834,0.742553
13,9,0,512,0.362201,0.848879
13,11,3493632,588,0.641347,0.859296
13,2,3493632,588,1.435733,0.439433
13,16,3493632,588,0.4263,0.9
13,10,3514152,612,1.9289,0.150854
14,3,0,512,0.603832,0.821429
14,1,3514152,612,0.780247,0.822335
14,17,3493632,588,1.511873,0.746341
14,5,3493632,588,0.992516,0.677215
14,18,0,512,0.871318,0.629268
14,6,3493632,588,1.020813,0.870629
14,4,0,512,0.808443,0.737313
14,7,0,512,0.081278,0.983264
14,16,0,512,0.339783,0.892188
14,0,3514152,612,0.928414,0.788298
14,8,0,512,0.880298,0.547352
14,2,3493632,588,1.497349,0.46134
14,12,3514152,612,1.572856,0.433812
14,19,3493632,588,1.4891,0.456998
14,13,3493632,588,0.364712,0.920455
14,15,3493632,588,1.410113,0.675806
14,14,3493632,588,1.462574,0.649746
14,11,3493632,588,0.948272,0.813065
14,10,3514152,612,1.79831,0.302657
14,9,3493632,588,0.404467,0.869848
15,1,0,512,0.495972,0.832487
15,6,0,512,0.404007,0.884615
15,3,3493632,588,0.800852,0.8125
15,17,3493632,588,1.435388,0.717073
15,14,0,512,0.827711,0.703892
15,5,0,512,1.115753,0.677215
15,16,0,512,0.330222,0.896875
15,18,3493632,588,0.935488,0.653659
15,12,3514152,612,2.17922,0.035088
15,13,3493632,588,0.867812,0.896104
15,19,3493632,588,1.533333,0.49747
15,15,3493632,588,1.643489,0.493548
15,7,3493632,588,0.167835,0.984658
15,4,3493632,588,0.99916,0.725373
15,8,3493632,588,0.993003,0.585875
15,0,0,512,0.46114,0.775532
15,2,3493632,588,1.469659,0.346649
15,10,3514152,612,1.807224,0.440228
15,11,3493632,588,1.157499,0.792965
15,9,3493632,588,0.611465,0.884309
16,3,0,512,0.623272,0.821429
16,17,3514152,612,1.01927,0.692683
16,1,3493632,588,0.621804,0.822335
16,6,3493632,588,0.602063,0.902098
16,18,0,512,0.821261,0.653659
16,19,3514152,612,1.59648,0.298482
16,5,3493632,588,0.902857,0.677215
16,15,0,512,0.951511,0.712903
16,13,0,512,0.248533,0.920455
16,8,3493632,588,1.193585,0.523274
16,4,3493632,588,1.328905,0.713433
16,16,3493632,588,0.479755,0.892188
16,0,3493632,588,0.534219,0.831915
16,12,3514152,612,2.414056,0.014354
16,11,0,512,0.534922,0.845226
16,7,3493632,588,0.741729,0.951185
16,14,3493632,588,0.998659,0.680203
16,2,3514152,612,1.928799,0.04768
16,9,0,512,0.260674,0.906725
16,10,3514152,612,2.027389,0.222011
17,17,0,512,0.691796,0.741463
17,3,3493632,588,0.747525,0.8125
17,6,3493632,588,0.952299,0.912587
17,1,3493632,588,1.035136,0.822335
17,16,0,512,0.301292,0.9
17,2,0,512,1.057396,0.490979
17,13,0,512,0.242114,0.923701
17,5,3493632,588,1.059626,0.677215
17,14,3493632,588,1.357265,0.685279
17,18,3493632,588,0.964495,0.673171
17,12,3514152,612,2.652382,0.014354
17,8,3493632,588,1.305442,0.507223
17,19,3514152,612,1.639967,0.291737
17,15,3493632,588,1.048611,0.714516
17,7,3493632,588,0.982688,0.938633
17,4,3493632,588,1.664477,0.626866
17,11,0,512,0.448079,0.869347
17,0,3493632,588,0.766787,0.781915
17,9,0,512,0.253225,0.898048
17,10,3514152,612,1.924805,0.359583
18,3,0,512,0.654249,0.821429
18,18,0,512,0.872076,0.643902
18,5,0,512,0.797039,0.677215
18,14,0,512,0.835032,0.670051
18,15,3493632,588,1.266748,0.719355
18,17,3493632,588,0.836524,0.746341
18,6,3493632,588,1.236847,0.870629
18,8,3493632,588,1.375153,0.513644
18,1,3493632,588,0.995052,0.852792
18,7,0,512,0.081107,0.97629
18,13,3493632,588,0.384648,0.920455
18,19,3514152,612,1.721795,0.180438
18,2,3493632,588,1.145396,0.510309
18,12,3514152,612,1.159682,0.757576
18,16,3493632,588,0.383521,0.901563
18,4,3493632,588,1.636018,0.70597
18,10,0,512,0.706013,0.744782
18,11,3493632,588,0.592774,0.864322
18,9,3493632,588,0.330686,0.918294
18,0,3493632,588,0.925029,0.789362
19,1,0,512,0.531139,0.817259
19,18,0,512,0.873228,0.629268
19,17,3493632,588,1.331661,0.609756
19,3,0,512,0.575403,0.821429
19,6,0,512,0.398578,0.905594
19,5,3493632,588,0.907264,0.677215
19,15,0,512,1.593432,0.530645
19,16,0,512,0.287399,0.903125
19,14,3493632,588,0.891894,0.686971
19,2,3493632,588,1.370947,0.429124
19,7,3493632,588,0.262059,0.951185
19,12,3514152,612,1.619577,0.236045
19,4,3514152,612,1.210475,0.568657
19,8,3514152,612,0.969421,0.619583
19,11,3493632,588,0.785938,0.863317
19,19,3514152,612,1.676075,0.300169
19,13,3493632,588,0.732194,0.907468
19,0,3493632,588,1.234621,0.770213
19,10,3493632,588,0.83778,0.739089
19,9,3493632,588,0.699386,0.882863
20,3,0,512,0.575297,0.821429
20,1,3493632,588,0.589587,0.847716
20,5,0,512,0.777229,0.677215
20,6,3493632,588,0.570567,0.891608
20,17,3493632,588,1.296593,0.541463
20,8,0,512,0.934203,0.563403
20,18,3493632,588,0.944932,0.619512
20,15,3493632,588,1.185642,0.577419
20,13,3493632,588,0.844842,0.926948
20,14,3493632,588,1.24936,0.478849
20,4,0,512,0.820411,0.726866
20,7,3493632,588,0.533267,0.951185
20,12,3514152,612,1.116556,0.601276
20,19,3514152,612,1.852615,0.166948
20,10,0,512,0.651581,0.762808
20,16,3493632,588,0.406978,0.907813
20,2,3493632,588,1.440125,0.371134
20,0,0,512,0.384017,0.839362
20,9,3493632,588,0.920614,0.855387
20,11,3493632,588,1.110738,0.843216
21,5,0,512,0.963514,0.677215
21,18,0,512,0.79453,0.712195
21,17,0,512,0.686508,0.736585
21,1,3493632,588,0.963405,0.80203
21,3,3493632,588,0.800303,0.8125
21,13,0,512,0.242851,0.922078
21,6,3493632,588,0.900109,0.902098
21,15,0,512,0.839814,0.732258
21,14,3493632,588,1.247494,0.693739
21,7,3493632,588,0.814786,0.947001
21,12,3514152,612,1.862241,0.038278
21,4,3493632,588,0.854718,0.743284
21,8,3493632,588,0.96884,0.555377
21,19,3514152,612,1.707769,0.215852
21,2,3493632,588,1.552149,0.42268
21,16,3493632,588,0.690031,0.909375
21,11,3493632,588,1.217827,0.79799
21,0,3493632,588,0.470514,0.856383
21,9,0,512,0.303768,0.870571
