Server round,Layer,Similarity
1,0,0.4204453490495295
1,1,0.11490068003470777
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.49038164182306637
1,7,0.1774482326654985
2,0,0.891608107202618
2,1,0.7350617724547952
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.34212300025116255
2,7,0.336123438190911
3,0,0.9072253226729953
3,1,0.7834918066589968
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.5032989661389808
3,7,0.41543883069791326
4,0,0.8888252983799028
4,1,0.6935835875309748
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.5033769324507179
4,7,0.28899060563214135
5,0,0.9054517908409517
5,1,0.7648165398538538
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.5363630860798249
5,7,0.5607664155501703
6,0,0.9101623887702691
6,1,0.6354842694288562
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.39589601135223823
6,7,0.2846752005261369
7,0,0.9045194090519453
7,1,0.7010602690803133
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.3575461799226997
7,7,0.4404173213730673
8,0,0.9101341847142402
8,1,0.7424735429585757
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.3904742388089355
8,7,0.3195885683131707
9,0,0.924561609095457
9,1,0.6688378586976094
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.4743681061200838
9,7,0.37122970040980013
10,0,0.8935770999921512
10,1,0.8014436829718425
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.39907020990808956
10,7,0.45668670338346623
11,0,0.907972474468863
11,1,0.5219041068287775
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.3544216526200661
11,7,0.3416708487931696
12,0,0.9234855158565582
12,1,0.7990143487355222
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.5216778423460545
12,7,0.49474850817503163
13,0,0.9242062497422164
13,1,0.7287198631584907
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.5265889139165735
13,7,0.4717373723851202
14,0,0.8973586047092136
14,1,0.8571629764671144
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.41671438766040736
14,7,0.29203544353020133
15,0,0.878179316495172
15,1,0.618794221126206
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.5295195049647813
15,7,0.482303613617791
16,0,0.8498343365546349
16,1,0.5617467242279587
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.4018348139627103
16,7,0.23145075360765602
17,0,0.845955325926106
17,1,0.727573091267812
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.3359885812088466
17,7,0.29618422240434455
18,0,0.8070762541566969
18,1,0.4113884257260218
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.5570664648718576
18,7,0.3533735891068657
19,0,0.8222747208696245
19,1,0.6219530283971285
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.36584761324066384
19,7,0.32782567543297697
20,0,0.838456195710816
20,1,0.47134192076747133
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.3936998617067407
20,7,0.209425182895392
21,0,0.8048656026542246
21,1,0.45271082367493554
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.39902276442365864
21,7,0.3766932197732506
22,0,0.8290454348220998
22,1,0.5303894874013776
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,0.4243525722293204
22,7,0.16756269167087126
23,0,0.7102970962851624
23,1,0.4986606042471509
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.34136957705796994
23,7,0.25493615519465634
24,0,0.7588500958628744
24,1,0.32402809119324977
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0
24,6,0.3278744146427556
24,7,0.2434553207461154
25,0,0.7589176672828369
25,1,0.4202762402041496
25,2,0.0
25,3,0.0
25,4,0.0
25,5,0.0
25,6,0.34426828794456993
25,7,0.34654866784741606
26,0,0.7232295013393033
26,1,0.4093387162128734
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.3901095613550889
26,7,0.2828523734705328
27,0,0.7789002897454891
27,1,0.3870106119285162
27,2,0.0
27,3,0.0
27,4,0.0
27,5,0.0
27,6,0.34893309402036876
27,7,0.401763250267876
28,0,0.7227992261508293
28,1,0.39714866701090595
28,2,0.0
28,3,0.0
28,4,0.0
28,5,0.0
28,6,0.3834097768984588
28,7,0.23063301173934728
29,0,0.7627817739202462
29,1,0.672499122585187
29,2,0.0
29,3,0.0
29,4,0.0
29,5,0.0
29,6,0.4425037161571576
29,7,0.2911289150093637
30,0,0.7422477979709569
30,1,0.3764838003070408
30,2,0.0
30,3,0.0
30,4,0.0
30,5,0.0
30,6,0.3299425423043893
30,7,0.31328369008821044
31,0,0.7554281211368448
31,1,0.302712080981743
31,2,0.0
31,3,0.0
31,4,0.0
31,5,0.0
31,6,0.39782741056962245
31,7,0.2722626063278075
32,0,0.7784454653894658
32,1,0.5539602290206752
32,2,0.0
32,3,0.0
32,4,0.0
32,5,0.0
32,6,0.41922114746163563
32,7,0.46641326547048156
33,0,0.7279547331135828
33,1,0.4765501549999702
33,2,0.0
33,3,0.0
33,4,0.0
33,5,0.0
33,6,0.38661670305881485
33,7,0.15867249237152675
34,0,0.7305839024496782
34,1,0.3256248710901408
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,0.3128361854487183
34,7,0.2484120434891952
35,0,0.6891235284096014
35,1,0.20272424505698336
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,0.35936099405713434
35,7,0.3142781962819036
36,0,0.747365226778399
36,1,0.5146402137701919
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.42900596653938655
36,7,0.29133695777949126
37,0,0.7181917161189656
37,1,0.2726572894416223
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.33596618512514165
37,7,0.21208338188500978
38,0,0.6859478552038109
38,1,0.4198493213525883
38,2,0.0
38,3,0.0
38,4,0.0
38,5,0.0
38,6,0.3899607902964064
38,7,0.3456896740984358
39,0,0.7268183284420546
39,1,0.28504611593350865
39,2,0.0
39,3,0.0
39,4,0.0
39,5,0.0
39,6,0.42465554229618857
39,7,0.20170531404829709
40,0,0.7472120530641192
40,1,0.15377465617177608
40,2,0.0
40,3,0.0
40,4,0.0
