Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.473596,1,0.105359,209.77037445740518,0.39198280498208626,0.581722,[]
3.715877,2,0.15048,222.24668726439998,0.4630008384102931,0.566512,[]
3.526176,3,0.215352,223.96975242206256,0.4790618943797842,0.564651,[]
3.474251,4,0.45429,371.01205842937236,0.7103288059362176,0.863966,[]
3.474748,5,0.615899,331.22584440227484,0.783732112842554,0.822854,[]
3.514254,6,0.672984,307.3682603978491,0.8370214054882498,0.891075,[]
3.492447,7,0.715333,268.63955404965964,0.8562844703564547,0.895292,[]
3.501292,8,0.734741,218.27708881144625,0.8571027942863287,0.889964,[]
3.495465,9,0.743021,263.77287104628476,0.8770583161685191,0.911125,[]
3.462804,10,0.768506,243.59907635292873,0.895713306924596,0.926915,[]
3.673118,11,0.79779,231.17761029130827,0.9027066233697354,0.924104,[]
3.459442,12,0.813817,230.57824593833655,0.9033334178114261,0.930429,[]
3.48564,13,0.828706,242.04782068839208,0.9003250535492103,0.934645,[]
3.46207,14,0.827073,245.4374869493248,0.9122985407260721,0.925509,[]
3.543974,15,0.848266,229.3244644602926,0.9144262461778787,0.920996,[]
3.457638,16,0.843936,245.7604524735418,0.9192309323566008,0.936393,[]
3.45957,17,0.86023,229.74343842643253,0.9198627089566298,0.947997,[]
3.491011,18,0.874891,225.46016832247776,0.9269457938979695,0.945889,[]
3.483074,19,0.872612,228.0442665361267,0.933797180761594,0.950808,[]
3.465557,20,0.860078,238.22990471391287,0.935700922646115,0.957133,[]
3.474396,21,0.869611,249.77421804501762,0.9329589457573807,0.959241,[]
3.736185,22,0.876144,231.72815970442605,0.9312309769669318,0.962755,[]
3.426924,23,0.88845,235.9000635862568,0.9352133895859327,0.957836,[]
3.469462,24,0.889741,256.60009742788486,0.943536317082593,0.963724,[]
3.486645,25,0.864408,243.19014679875497,0.9471411008400029,0.965566,[]
3.479804,26,0.875726,231.19521513214758,0.9501825544957333,0.970979,[]
3.499811,27,0.885943,230.38925756206604,0.9484818475964352,0.969166,[]
3.449074,28,0.891716,235.70806095676915,0.9506074806222538,0.971188,[]
3.443364,29,0.89597,226.49955849846597,0.9456567370451884,0.95643,[]
3.450646,30,0.898857,242.41557293210352,0.9470040269476365,0.952842,[]
3.431881,31,0.899389,255.2735787346587,0.9564170842170224,0.971584,[]
3.513716,32,0.910631,246.50062880244343,0.9564936003571569,0.972189,[]
3.492973,33,0.910973,246.36109169266157,0.9606122208378458,0.974701,[]
3.47102,34,0.921493,243.71682338320431,0.9590725454302881,0.970485,[]
3.825597,35,0.91648,243.0828048217315,0.9583419190680956,0.973999,[]
3.484857,36,0.915037,240.2374658541003,0.9529766436593118,0.971188,[]
3.480717,37,0.914695,244.5819443458572,0.9528316997059981,0.966971,[]
3.432285,38,0.917771,238.43229647008812,0.9494765241606895,0.974701,[]
3.459598,39,0.915796,243.27317977944054,0.9641844302797571,0.973296,[]
3.48891,40,0.922785,238.3074904403972,0.9625363444535777,0.972593,[]
3.502313,41,0.927039,245.21121507794052,0.9588260062123608,0.973398,[]
3.501451,42,0.923203,248.8990307333478,0.960656514418585,0.972793,[]
3.478442,43,0.92738,249.79136794533153,0.9637488454789116,0.971584,[]
3.44183,44,0.931558,241.43472720385526,0.9585159574051246,0.966268,[]
3.469832,45,0.92495,245.3962662715144,0.9600342371540795,0.975404,[]
3.463152,46,0.922329,249.66349352678697,0.9659038314250872,0.980048,[]
3.489662,47,0.927115,242.67704877058316,0.963961602909054,0.978235,[]
3.49907,48,0.929659,240.9336578811686,0.9629195902082708,0.971584,[]
3.472154,49,0.929128,243.5227453442491,0.9622321220601077,0.976421,[]
3.901802,50,0.930077,242.53502839796153,0.9654481718003787,0.973999,[]
