Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.43408,1,0.093627,66.60546148777891,0.16984647218029642,0.210049,[]
3.539833,2,0.250304,88.57793178890553,0.3474068904573312,0.359363,[]
3.334496,3,0.410362,140.32661900010277,0.48950362744293513,0.515083,[]
3.395044,4,0.494113,149.4327524339962,0.5771397095998727,0.596738,[]
3.337957,5,0.571027,104.5667729252462,0.6393909503390465,0.686884,[]
3.325691,6,0.634761,72.56748583215489,0.6845004275536997,0.715694,[]
3.371173,7,0.6476,137.21789241931972,0.7115990885251084,0.749052,[]
3.330587,8,0.690216,74.93023421823796,0.7349025664982942,0.775588,[]
3.366123,9,0.710916,80.71510081762891,0.7490456216655176,0.779378,[]
3.361436,10,0.730249,74.97672972329481,0.768787120630766,0.795299,[]
3.543069,11,0.751975,71.91932980777838,0.7852218261218655,0.810462,[]
3.339798,12,0.755887,72.61644097585615,0.7960372334970627,0.815011,[]
3.375984,13,0.726983,206.3327409792251,0.794945759801922,0.817286,[]
3.368228,14,0.732832,218.70278919117607,0.7996628909129571,0.810971,[]
3.350714,15,0.756761,189.26505224155886,0.820170777481878,0.84837,[]
3.331152,16,0.768459,138.4425512622474,0.8225292333094455,0.849128,[]
3.390997,17,0.77108,135.8938832324693,0.8270561339489617,0.844579,[]
3.390086,18,0.787451,91.24823285960119,0.8296482744263137,0.849925,[]
3.334371,19,0.801922,79.21948939497149,0.8358874446751147,0.852919,[]
3.401677,20,0.816431,56.92703663462555,0.8394889026667378,0.850679,[]
3.595483,21,0.820723,56.9257411018952,0.841342028820703,0.855951,[]
3.378749,22,0.818786,56.609429426554016,0.8418208141689622,0.85188,[]
3.323077,23,0.826269,60.266159658634294,0.8496695441508588,0.858226,[]
3.419057,24,0.833067,61.97844383331999,0.8614398712684077,0.878696,[]
3.420484,25,0.830675,63.41569206434633,0.8578572107789857,0.878696,[]
3.347591,26,0.837815,62.199598069440924,0.8633625836353003,0.884761,[]
3.377691,27,0.841386,65.36772904117139,0.8706107345111306,0.882487,[]
3.384141,28,0.835802,68.5228976328351,0.8633286553526428,0.881729,[]
3.321067,29,0.841689,61.50365842777158,0.865210876173018,0.893859,[]
3.330613,30,0.843551,60.65103049413093,0.8621794312713963,0.877938,[]
3.382739,31,0.840816,65.40128056850261,0.8650015274378188,0.871114,[]
3.382415,32,0.801238,223.79965929375317,0.864666382655348,0.885519,[]
3.422355,33,0.818178,159.7136421850056,0.8725420801991687,0.898408,[]
3.696807,34,0.830523,114.5762191730902,0.8723320473502472,0.888552,[]
3.38008,35,0.820381,111.83804138127599,0.8679989481894752,0.892343,[]
3.394739,36,0.838233,75.20935779542332,0.8699932720170578,0.884003,[]
3.381885,37,0.842677,69.68005453499589,0.8739255358363058,0.896892,[]
3.37504,38,0.843816,67.04371708072279,0.8706170623656426,0.893859,[]
3.359877,39,0.846399,63.79780560489521,0.8733834653850028,0.89765,[]
3.458296,40,0.847159,79.10094816119462,0.8767868670955841,0.899166,[]
3.474002,41,0.847577,70.104832215761,0.8736091343892209,0.902199,[]
3.395938,42,0.84883,78.14883236491765,0.8767748668490901,0.887794,[]
3.366681,43,0.851223,66.89131109493967,0.8794386184175229,0.89765,[]
3.39106,44,0.855363,66.28951651656541,0.8847762493824762,0.907506,[]
3.398258,45,0.860833,65.69368310575987,0.8852830953885167,0.904473,[]
3.44106,46,0.829383,192.86798593856886,0.8795193726998489,0.900682,[]
3.42093,47,0.83527,144.04113127853446,0.8834521696475279,0.899924,[]
3.346939,48,0.817229,211.68835584415126,0.8826124869709402,0.892343,[]
3.404731,49,0.83717,165.37607898363052,0.8818097920086287,0.891585,[]
3.839311,50,0.844158,116.37691996267988,0.8824940779780819,0.89765,[]
