Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.368676,1,0.13597,33.81608345151756,0.21142430824509587,0.303716,[]
3.44302,2,0.206661,26.3095039862024,0.27255202848611815,0.303716,[]
3.129608,3,0.220899,39.70802815552542,0.293014340889092,0.306947,[]
3.115998,4,0.276853,28.56899543211136,0.3285596569475998,0.357027,[]
3.112391,5,0.296503,36.94925574351938,0.35599119210497243,0.41357,[]
3.097834,6,0.325729,37.34354027137759,0.37410800468910266,0.447496,[]
3.212558,7,0.317818,34.81705760112419,0.3763458346601024,0.441034,[]
3.071006,8,0.319234,30.806005907939443,0.37378094927864985,0.394184,[]
3.134334,9,0.327311,42.32313197295304,0.39805596860530285,0.465267,[]
3.072777,10,0.341882,43.87151695576527,0.40703545424356546,0.46042,[]
3.265201,11,0.361865,38.983458030297925,0.41332091848655966,0.468498,[]
3.094862,12,0.360117,37.69864055904404,0.41516398789198466,0.42811,[]
3.051158,13,0.354788,33.4671107208256,0.41128899324081425,0.465267,[]
3.087149,14,0.376853,32.1,0.42323348355674567,0.466882,[]
3.08447,15,0.375604,40.44313909676151,0.4263371332856324,0.471729,[]
3.095719,16,0.369692,49.81766754877229,0.4276821691002315,0.436055,[]
3.067026,17,0.365445,41.76418920558616,0.4415641972377159,0.479199,[]
3.165122,18,0.383764,48.16790944186804,0.4443747420071726,0.469954,[]
3.107456,19,0.388426,47.9039403389742,0.4546599810510962,0.489499,[]
3.069688,20,0.390258,38.677221978834005,0.4426486253166827,0.465169,[]
3.046286,21,0.410325,35.86558238757598,0.46406607229888,0.51926,[]
3.39707,22,0.410824,36.675741301301606,0.456589217686166,0.502311,[]
3.034945,23,0.406495,48.57869903568847,0.46867353368776843,0.499215,[]
3.10509,24,0.411657,57.870199584933175,0.48100489902607774,0.511556,[]
3.074119,25,0.419234,48.51172538675573,0.4758940267760085,0.50077,[]
3.111555,26,0.430058,41.528153101239646,0.4812440164253031,0.514638,[]
3.063213,27,0.438218,46.84258212353371,0.48886065880568735,0.507064,[]
3.06864,28,0.435054,39.29869590711631,0.4885553069787919,0.51926,[]
3.071049,29,0.429975,44.18778111650324,0.49009493650143143,0.534669,[]
3.045191,30,0.431224,41.0042375858886,0.4876343128892809,0.503096,[]
3.08659,31,0.456536,37.91473987778368,0.49633625558243144,0.503925,[]
3.074648,32,0.450624,45.37003416353132,0.5080468686037778,0.542373,[]
3.090208,33,0.460283,45.62060937778013,0.5165109021152254,0.53775,[]
3.104372,34,0.474604,43.35204724116267,0.5245862885789025,0.534669,[]
3.506657,35,0.471524,39.152618047839404,0.5273363777899597,0.550077,[]
3.053076,36,0.481682,38.08657900100769,0.5306373454873622,0.548536,[]
3.086856,37,0.472523,40.28135424734378,0.5263508063936193,0.539291,[]
3.036247,38,0.45562,44.09126897697548,0.5091897783194991,0.530612,[]
3.078343,39,0.455537,48.44014347625325,0.5214260788518336,0.5573,[]
3.073515,40,0.465112,42.798481281466046,0.5250971128531131,0.568567,[]
3.062537,41,0.473855,41.11140352748858,0.5283405965586666,0.546995,[]
3.067748,42,0.477102,35.16461289421512,0.516076570590256,0.540031,[]
3.076854,43,0.478684,38.04664899830206,0.5279976242025591,0.534056,[]
3.075068,44,0.463031,58.79070930002461,0.5339274858066972,0.571649,[]
3.101407,45,0.469525,51.25570699931861,0.53757965540296,0.55624,[]
3.031654,46,0.469109,47.78922472691934,0.5395058790413059,0.559322,[]
3.07813,47,0.482265,48.01187353145053,0.536267360590547,0.562009,[]
3.178463,48,0.474022,59.88762393015772,0.5376562106570322,0.562009,[]
3.169265,49,0.474771,51.252219464136374,0.5348518098269629,0.553159,[]
3.092621,50,0.486261,48.11548607257335,0.5396647739373923,0.565485,[]
