Round,Accuracy (%),nt
0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
0,0,6
0,0,7
0,0,8
0,0,9
0,0,10
1,0.674009953426913,0
1,0.14417602172782706,1
1,0,2
1,0,3
1,0,4
1,0,5
1,0,6
1,0,7
1,0,8
1,0,9
1,0,10
2,0.8003950299535673,0
2,0.7248369655558754,1
2,0.09767167964967642,2
2,0,3
2,0,4
2,0,5
2,0,6
2,0,7
2,0,8
2,0,9
2,0,10
3,0.7766194464013938,0
3,0.8644605667301892,1
3,0.8286643956001374,2
3,0.41290404419877685,3
3,0,4
3,0,5
3,0,6
3,0,7
3,0,8
3,0,9
3,0,10
4,0.8373829247706345,0
4,0.8193135031906238,1
4,0.8449104460553812,2
4,0.906060606060606,3
4,0.5423444397098286,4
4,0,5
4,0,6
4,0,7
4,0,8
4,0,9
4,0,10
5,0.8272271687392654,0
5,0.8819941439726459,1
5,0.8751407032474794,2
5,0.8093374477533959,3
5,0.8976963932806323,4
5,0.44577548839731973,5
5,0,6
5,0,7
5,0,8
5,0,9
5,0,10
6,0.8890189597500451,0
6,0.8963161426946709,1
6,0.8783303959142037,2
6,0.8606679022183585,3
6,0.7329920977011495,4
6,0.9178915513833992,5
6,0.710103593787193,6
6,0,7
6,0,8
6,0,9
6,0,10
7,0.9610694121714344,0
7,0.844866427432217,1
7,0.9184281563250818,2
7,0.8333311770455983,3
7,0.8565304742586688,4
7,0.8114224137931034,5
7,0.9380558300395256,6
7,0.6261829278812974,7
7,0,8
7,0,9
7,0,10
8,0.9353064573919648,0
8,0.9658968810102387,1
8,0.8282918639944016,2
8,0.9467923280423279,3
8,0.93419703305456,4
8,0.84400430430793,5
8,0.7672413793103449,6
8,0.8817934782608695,7
8,0.6150858437548699,8
8,0,9
8,0,10
9,0.9502975197030473,0
9,0.9473415371393312,1
9,0.9748212672488867,2
9,0.7896532287157287,3
9,0.9484920634920634,4
9,0.9552531362007168,5
9,0.7152319979716024,6
9,0.7672413793103449,7
9,0.9225543478260869,8
9,0.8888888888888888,9
9,0,10
10,0.9314701105212485,0
10,0.9648725406208802,1
10,0.9406801050839917,2
10,0.9769162697130135,3
10,0.7161984427609428,4
10,0.9627976190476191,5
10,0.9494100955794504,6
10,0.9522058823529411,7
10,0,8
10,0.9605978260869565,9
10,0,10
