Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.335416,1,0.036462,19.909796583591707,0.05786315145572666,0.067424,[]
3.765359,2,0.034411,23.065341965815293,0.0573000912652518,0.06733,[]
3.431961,3,0.041627,25.68774026651624,0.06758303507769978,0.080029,[]
3.40077,4,0.061567,30.289395834185935,0.09525504173638284,0.115897,[]
3.344817,5,0.120438,62.2386335004232,0.1761063813543054,0.190909,[]
3.306487,6,0.265335,70.74609529860994,0.3286771416894254,0.344697,[]
3.306594,7,0.405788,82.67321210646165,0.47097047713978507,0.503704,[]
3.321465,8,0.464925,121.11914588536362,0.5396328427463791,0.569536,[]
3.308508,9,0.54233,81.2702128703992,0.5967731198733557,0.610007,[]
3.321594,10,0.586198,86.06166393929412,0.639263368098995,0.657576,[]
3.541594,11,0.6407,61.265385822665,0.684162637274224,0.687879,[]
3.316431,12,0.674959,48.45356024070883,0.704085328072659,0.709091,[]
3.36775,13,0.670819,138.77568230781645,0.71898416357407,0.72197,[]
3.311596,14,0.716928,47.40105484058345,0.7456493501656904,0.752468,[]
3.346474,15,0.73402,46.08264315336089,0.7579232748815155,0.762121,[]
3.298397,16,0.739793,79.63724003253753,0.778036791204034,0.793182,[]
3.337962,17,0.750427,59.10913634963719,0.7849383535910183,0.799259,[]
3.322883,18,0.76505,41.44909528566336,0.7865405999253372,0.787879,[]
3.341369,19,0.770519,41.096563116640304,0.7957923167148951,0.801879,[]
3.313322,20,0.780926,39.197544565954615,0.7995134729610556,0.806578,[]
3.413982,21,0.782787,45.05607617181061,0.8056590270076558,0.810493,[]
3.69478,22,0.785332,56.83860923703185,0.8162003235876802,0.823023,[]
3.335053,23,0.79327,54.23937684007811,0.8218230328551612,0.825372,[]
3.354462,24,0.790763,50.473755556724726,0.8254882707003836,0.830303,[]
3.380025,25,0.798663,40.68832756454854,0.8255298698539466,0.83037,[]
3.358196,26,0.793612,69.0057062857848,0.8285416498048332,0.831818,[]
3.337891,27,0.806715,52.20440594432621,0.838425658843813,0.845185,[]
3.341862,28,0.812678,40.4132094741311,0.8366404647021767,0.844949,[]
3.352755,29,0.809146,48.11091352281726,0.843518944434523,0.848081,[]
3.341898,30,0.818489,39.041644432579936,0.843435428157487,0.85,[]
3.387209,31,0.817426,46.67965295500814,0.84276810250193,0.851047,[]
3.320651,32,0.816286,39.70188912381877,0.8357898736701266,0.844949,[]
3.297639,33,0.82016,40.017621118702195,0.8387465564622186,0.847727,[]
3.887391,34,0.823503,40.79571055883202,0.8442040938142409,0.847232,[]
3.359856,35,0.82563,48.78821579029098,0.8507645314501049,0.857576,[]
3.363271,36,0.829845,45.774965865634464,0.8492598373388202,0.853788,[]
3.376561,37,0.826161,42.58450422395451,0.8499318649677801,0.853788,[]
3.359072,38,0.810057,74.5878006110919,0.8541244249242759,0.864526,[]
3.376344,39,0.823199,52.748554482563776,0.8574426265542721,0.869225,[]
3.378076,40,0.827339,53.71524457730787,0.8592588156561755,0.869225,[]
3.33968,41,0.833909,50.31858503574996,0.85733222234871,0.865152,[]
3.335908,42,0.833492,40.43621520370074,0.854030490352647,0.874706,[]
3.359417,43,0.839682,45.77051452627554,0.8589197692379393,0.865152,[]
3.424087,44,0.82563,73.16823081091957,0.8571694252202672,0.865152,[]
3.394493,45,0.830187,52.53846210158801,0.8574265038655999,0.866092,[]
3.360432,46,0.834555,46.29284501950598,0.8585050904648706,0.866667,[]
3.395811,47,0.830757,52.91906556242279,0.8607569181768527,0.865909,[]
3.375944,48,0.836112,45.18417864695561,0.8620335931228557,0.870008,[]
3.389094,49,0.843974,38.393326242981345,0.8630345270897216,0.873333,[]
3.800705,50,0.842379,41.19159501645937,0.8622308304734227,0.865185,[]
