Server round,Layer,Similarity
1,0,"{'mean': 0.9997624390928934, 'ci': array([0.00010171])}"
1,1,"{'mean': 0.9782516396688477, 'ci': 0.00722530381502029}"
1,2,"{'mean': 0.9998479014415131, 'ci': array([7.38447535e-05])}"
1,3,"{'mean': 0.8599033951405044, 'ci': 0.02414902625439852}"
1,4,"{'mean': 0.9983129685257068, 'ci': 0.00037639950576029424}"
1,5,"{'mean': 0.834001696628238, 'ci': 0.06169107948510799}"
1,6,"{'mean': 0.9042787583382681, 'ci': 0.044574046479304075}"
1,7,"{'mean': 0.20461706656017783, 'ci': 0.0591242418122401}"
2,0,"{'mean': 0.9997599992436512, 'ci': array([4.55658341e-05])}"
2,1,"{'mean': 0.9791186536182173, 'ci': 0.009959992349878877}"
2,2,"{'mean': 0.9999070198791926, 'ci': array([1.84931777e-05])}"
2,3,"{'mean': 0.9709218983393888, 'ci': 0.006956660199106457}"
2,4,"{'mean': 0.9991165072068806, 'ci': 0.00016560233524087753}"
2,5,"{'mean': 0.9773776965608258, 'ci': 0.002804417654244329}"
2,6,"{'mean': 0.9603031694676503, 'ci': 0.022015273798948964}"
2,7,"{'mean': 0.8856718311334428, 'ci': 0.015344842557338034}"
3,0,"{'mean': 0.9996737737124439, 'ci': array([0.00023292])}"
3,1,"{'mean': 0.9819991783337529, 'ci': 0.012024741914125725}"
3,2,"{'mean': 0.9996294792175451, 'ci': array([0.00025384])}"
3,3,"{'mean': 0.8715417636468901, 'ci': 0.11549384756678649}"
3,4,"{'mean': 0.9986010317210603, 'ci': 0.0006494960644282122}"
3,5,"{'mean': 0.8769995701150107, 'ci': 0.10221579423830252}"
3,6,"{'mean': 0.9684009103877363, 'ci': 0.012642239920505727}"
3,7,"{'mean': 0.5052048608708293, 'ci': 0.6364261311080623}"
