Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.316428,1,0.033349,33.58407360639861,0.07065158248409514,0.105754,[]
3.647632,2,0.042806,43.21374202727647,0.09032027336641088,0.130402,[]
3.403124,3,0.050365,50.17280139677273,0.10597384269906003,0.15043,[]
3.321013,4,0.060088,56.333737671132745,0.12553792867145996,0.141834,[]
3.285304,5,0.110415,80.65189086438085,0.19559101441027,0.26194,[]
3.314259,6,0.213613,190.45618918795995,0.4176237387564365,0.520091,[]
3.290719,7,0.257521,197.19330617442367,0.46143565065960324,0.551933,[]
3.296933,8,0.332156,243.33410673393075,0.5544869048107517,0.598847,[]
3.291697,9,0.386509,248.19117631374405,0.5759937469742182,0.625926,[]
3.30059,10,0.453358,266.1463131437293,0.6632320976389672,0.724033,[]
3.497305,11,0.538286,220.12959819161077,0.6808264000566122,0.691928,[]
3.291651,12,0.534564,254.41758980070543,0.6987522667078647,0.710993,[]
3.282376,13,0.581662,183.00631136657555,0.7045299642765357,0.7231,[]
3.274293,14,0.592639,161.19344744746914,0.7261512055805038,0.743822,[]
3.30555,15,0.618087,184.43597127458625,0.7599581096671011,0.810462,[]
3.312042,16,0.648055,164.15446993609402,0.7669155371627352,0.781297,[]
3.272166,17,0.662603,161.92957574204902,0.7665937204179935,0.782222,[]
3.273667,18,0.686152,148.3235905040058,0.7751929710992684,0.795717,[]
3.294518,19,0.686114,177.50707028172147,0.7781579477157575,0.792422,[]
3.30975,20,0.686683,189.45170228847246,0.7949594031130612,0.839272,[]
3.270602,21,0.666819,217.17380136655527,0.8018418769523633,0.827509,[]
3.613386,22,0.698116,204.15949647273328,0.820149639572487,0.841547,[]
3.278251,23,0.743467,152.92354298799123,0.8165861936090497,0.854435,[]
3.271128,24,0.755204,109.27683880859658,0.8192656798495781,0.841547,[]
3.291715,25,0.762306,103.38737833991152,0.8266013913015948,0.849128,[]
3.329563,26,0.761813,117.43179935605178,0.8322349758544221,0.849128,[]
3.288299,27,0.7549,119.50308573421859,0.8256902607443208,0.840788,[]
3.278129,28,0.740922,216.73515520099642,0.8316877851719703,0.851003,[]
3.300945,29,0.75019,198.8040429669377,0.8294333353872745,0.837104,[]
3.337223,30,0.723754,208.6283477862009,0.8329922309613277,0.855951,[]
3.267463,31,0.76261,179.31226951884804,0.8493189787107143,0.876422,[]
3.30355,32,0.776854,136.5500915415292,0.8475564703246329,0.869598,[]
3.274671,33,0.783387,115.25965252420295,0.8391764882840663,0.862775,[]
3.380233,34,0.800744,75.58630828397428,0.8416415683243124,0.870356,[]
3.605807,35,0.80234,90.57074582888228,0.8507873306700363,0.874905,[]
3.285172,36,0.803517,81.94014583828856,0.839281913881203,0.849128,[]
3.297289,37,0.804885,84.86487789421487,0.8470018352603423,0.856395,[]
3.317655,38,0.818748,67.36883552504081,0.85218543636017,0.86884,[]
3.284814,39,0.819546,80.99955246789948,0.857415215995581,0.884761,[]
3.303909,40,0.825699,65.30809674152202,0.8581530222441422,0.875663,[]
3.328383,41,0.799377,184.69409844388642,0.8602502259755742,0.870356,[]
3.295486,42,0.800631,174.37587992609528,0.858851257813291,0.890068,[]
3.330716,43,0.779474,207.26454110628765,0.8676941984987512,0.885519,[]
3.342172,44,0.791895,185.12819207241233,0.8619809971603187,0.875663,[]
3.323367,45,0.819014,108.87803956721484,0.8563059937986301,0.878696,[]
3.337908,46,0.833789,71.66198434316482,0.8620289948978707,0.868082,[]
3.282419,47,0.826383,69.50775136630446,0.8501819038485188,0.867479,[]
3.314959,48,0.828813,88.4649506866985,0.8662433827353404,0.871777,[]
3.281152,49,0.825319,83.7391634780286,0.8666341712573846,0.876422,[]
3.320508,50,0.827294,83.6417808275266,0.8620127571358356,0.872549,[]
