Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.433561,1,0.126311,36.68415870644984,0.20976606213195476,0.303716,[]
3.366856,2,0.159784,33.05824405500086,0.22585764289557914,0.303716,[]
3.225221,3,0.178851,33.354759780277234,0.2389901842786383,0.303716,[]
3.202653,4,0.175021,44.102040769107276,0.25739759964616826,0.303716,[]
3.161257,5,0.208493,30.419730439305344,0.26031748596498955,0.303716,[]
3.163377,6,0.206078,31.902782010351387,0.26031748596498955,0.303716,[]
3.160968,7,0.232806,30.400000000000002,0.2755568703069454,0.303716,[]
3.140387,8,0.24413,34.73960276111401,0.30933659842757666,0.378029,[]
3.109113,9,0.239301,32.02046220778207,0.28538677736311235,0.329564,[]
3.116691,10,0.283264,34.77340938130743,0.32893818507757266,0.390953,[]
3.368082,11,0.276686,34.94606558684396,0.3269905003970571,0.353796,[]
3.127661,12,0.272107,44.22601044634254,0.35882485198278596,0.423263,[]
3.115951,13,0.288593,45.56325273726624,0.36500942844139916,0.432956,[]
3.166702,14,0.306245,34.873915753754986,0.3623836540679136,0.375963,[]
3.090782,15,0.308326,37.88967537469805,0.3579144227731347,0.405493,[]
3.149509,16,0.317152,35.57031768202246,0.3627969511116783,0.38829,[]
3.115409,17,0.310908,35.21661539671295,0.3703933585428759,0.395994,[]
3.154195,18,0.328393,47.19703380510263,0.3903337326801933,0.423263,[]
3.09639,19,0.326978,46.839379799480696,0.39073924318180014,0.416025,[]
3.087459,20,0.322565,40.76039744654118,0.3753419895285769,0.394184,[]
3.1446,21,0.331474,40.7853834112173,0.3854954852867415,0.414484,[]
3.428597,22,0.339384,47.762537621026794,0.40219590301638164,0.440678,[]
3.208921,23,0.330475,48.48657030560111,0.4006230003461327,0.437596,[]
3.092291,24,0.370941,38.16264534856042,0.41345714577342446,0.434851,[]
3.093401,25,0.365196,41.37160862233907,0.40780043689436624,0.436055,[]
3.144922,26,0.36786,38.994743235467006,0.4186469716034413,0.458399,[]
3.127681,27,0.387344,44.5829563846993,0.447032521859026,0.484653,[]
3.110779,28,0.367694,44.071078952074686,0.4412272722144313,0.476575,[]
3.143989,29,0.382431,40.689402797288636,0.44552394700394043,0.460709,[]
3.139802,30,0.377519,47.71488237437036,0.43940577130321967,0.48074,[]
3.07354,31,0.397752,48.18949574336714,0.451495405122533,0.477658,[]
3.093719,32,0.388676,43.987952896219205,0.4424688053771562,0.476117,[]
3.14905,33,0.414738,40.16276260418349,0.4634698856249522,0.523425,[]
3.150859,34,0.408493,47.22933410498183,0.4742562693177435,0.516963,[]
3.467424,35,0.422398,42.944469958307785,0.4769347590476184,0.493066,[]
3.123533,36,0.419983,38.31918579510791,0.46109264469426947,0.481947,[]
3.12985,37,0.426478,38.67415157440432,0.47508433210393824,0.496148,[]
3.118112,38,0.425229,38.25607794847768,0.4664124918364213,0.481424,[]
3.15468,39,0.423314,44.31884475028654,0.4794981822418783,0.508885,[]
3.100987,40,0.43622,43.50341940583522,0.48915194298278236,0.512116,[]
3.104644,41,0.428976,41.22547755939281,0.4812937909485181,0.505393,[]
3.12771,42,0.444546,38.26548706079671,0.48747425017996493,0.513344,[]
3.122809,43,0.444296,38.24081589087765,0.489218457556023,0.507064,[]
3.115514,44,0.429808,60.79712164239358,0.4946853601848721,0.516179,[]
3.073557,45,0.428643,61.52267874532123,0.5007249535324666,0.511556,[]
3.131538,46,0.432057,53.79728152983198,0.4997011323533971,0.527473,[]
3.137573,47,0.42831,54.31997790868476,0.49713966509012303,0.508475,[]
3.18104,48,0.413405,58.41564430869525,0.48883284808156907,0.522342,[]
3.13165,49,0.428976,57.33358527076429,0.5002828178571508,0.523883,[]
3.129505,50,0.457119,52.25753534180502,0.5071097050810899,0.51926,[]
