Server round,Layer,Similarity
1,0,"{'mean': 0.9997394774199022, 'ci': array([0.00021032])}"
1,1,"{'mean': 0.9748916800856531, 'ci': 0.013218968303119749}"
1,2,"{'mean': 0.9997634880420517, 'ci': array([0.00013791])}"
1,3,"{'mean': 0.8907224391490355, 'ci': 0.071782356704716}"
1,4,"{'mean': 0.9984700387908146, 'ci': 0.00044913064584184426}"
1,5,"{'mean': 0.8627104565360998, 'ci': 0.038853210364791724}"
1,6,"{'mean': 0.901502207314293, 'ci': 0.03483947314600455}"
1,7,"{'mean': 0.28856701388272804, 'ci': 0.12990062931720442}"
2,0,"{'mean': 0.9961501730214674, 'ci': array([0.00413671])}"
2,1,"{'mean': 0.9385947675509935, 'ci': 0.025183216695491728}"
2,2,"{'mean': 0.9993437222228136, 'ci': array([0.00032314])}"
2,3,"{'mean': 0.9094679069657214, 'ci': 0.029921411389667196}"
2,4,"{'mean': 0.9952087644656228, 'ci': 0.0031959353452546413}"
2,5,"{'mean': 0.8833957139997889, 'ci': 0.04124909661923326}"
2,6,"{'mean': 0.8691638590283345, 'ci': 0.07334045534832168}"
2,7,"{'mean': 0.24287110891411923, 'ci': 0.11878500947019655}"
3,0,"{'mean': 0.9986922539294537, 'ci': array([0.0007956])}"
3,1,"{'mean': 0.9547142152893452, 'ci': 0.05421201313366286}"
3,2,"{'mean': 0.9996912235069421, 'ci': array([0.00030038])}"
3,3,"{'mean': 0.8853664822661985, 'ci': 0.11303555478373706}"
3,4,"{'mean': 0.9974191723369087, 'ci': 0.0005949525002608702}"
3,5,"{'mean': 0.8590860232269301, 'ci': 0.029905724816121748}"
3,6,"{'mean': 0.9006991095347416, 'ci': 0.035114552939755406}"
3,7,"{'mean': 0.2778887085278546, 'ci': 0.16954913104684427}"
4,0,"{'mean': 0.9986513326980119, 'ci': array([0.00065416])}"
4,1,"{'mean': 0.9822209652053653, 'ci': 0.00409244665887476}"
4,2,"{'mean': 0.999486819333305, 'ci': array([0.00028372])}"
4,3,"{'mean': 0.9767548110998501, 'ci': 0.011787762053985684}"
4,4,"{'mean': 0.9969242567779849, 'ci': 0.0007193236381066725}"
4,5,"{'mean': 0.9358973523481272, 'ci': 0.01232191673546068}"
4,6,"{'mean': 0.9176595293921692, 'ci': 0.04682525235801882}"
4,7,"{'mean': 0.5297371568756688, 'ci': 0.11246087211008104}"
5,0,"{'mean': 0.9982891232786585, 'ci': array([0.00070232])}"
5,1,"{'mean': 0.9915723149418444, 'ci': 0.003689093975610902}"
5,2,"{'mean': 0.9992772088980332, 'ci': array([0.00027041])}"
5,3,"{'mean': 0.9870652750677386, 'ci': 0.003682941723973765}"
5,4,"{'mean': 0.9974629805750577, 'ci': 0.0012662022882120594}"
5,5,"{'mean': 0.953070257202671, 'ci': 0.02075997584894984}"
5,6,"{'mean': 0.9429745690982103, 'ci': 0.0341014134627059}"
5,7,"{'mean': 0.6809703986114467, 'ci': 0.13231093539797878}"
6,0,"{'mean': 0.9992567195273132, 'ci': array([0.00030429])}"
6,1,"{'mean': 0.9906109406520943, 'ci': 0.00373250979494677}"
6,2,"{'mean': 0.9990785650181895, 'ci': array([0.00032967])}"
6,3,"{'mean': 0.9919304107326053, 'ci': 0.005999452351620915}"
6,4,"{'mean': 0.9975102988681313, 'ci': 0.0010277714203771326}"
6,5,"{'mean': 0.9654880898538342, 'ci': 0.01637123626570114}"
6,6,"{'mean': 0.9638706804820208, 'ci': 0.018735341175216136}"
6,7,"{'mean': 0.7978632221414544, 'ci': 0.048760348460542224}"
7,0,"{'mean': 0.9993408626625241, 'ci': array([0.00034509])}"
7,1,"{'mean': 0.9920536716996443, 'ci': 0.00228552396204873}"
7,2,"{'mean': 0.9989711602566134, 'ci': array([0.00019667])}"
7,3,"{'mean': 0.9952984141766245, 'ci': 0.0011085360113933795}"
7,4,"{'mean': 0.9978602667142025, 'ci': 0.0003275963758840872}"
7,5,"{'mean': 0.9713027802334108, 'ci': 0.004299514210964972}"
7,6,"{'mean': 0.9668626159420634, 'ci': 0.008573757720946817}"
7,7,"{'mean': 0.7907374196589769, 'ci': 0.04579676988005299}"
8,0,"{'mean': 0.9993647887991784, 'ci': array([0.00012167])}"
8,1,"{'mean': 0.9881543352635384, 'ci': 0.0034672116165778144}"
8,2,"{'mean': 0.9984092842518707, 'ci': array([0.00025768])}"
8,3,"{'mean': 0.9874400768507914, 'ci': 0.006715359863111781}"
8,4,"{'mean': 0.9945862067105448, 'ci': 0.0017095450914625943}"
8,5,"{'mean': 0.952373947593569, 'ci': 0.009130819465874018}"
8,6,"{'mean': 0.9620017345612591, 'ci': 0.013150309113744374}"
8,7,"{'mean': 0.7634212311014571, 'ci': 0.050894482222521464}"
9,0,"{'mean': 0.9996180928683476, 'ci': array([0.0001759])}"
9,1,"{'mean': 0.9916582410686977, 'ci': 0.005458755147384475}"
9,2,"{'mean': 0.9993390275600097, 'ci': array([0.00019979])}"
9,3,"{'mean': 0.9895839200920918, 'ci': 0.005493136970278756}"
9,4,"{'mean': 0.9966793121315449, 'ci': 0.0014614117254709846}"
9,5,"{'mean': 0.9537032867966623, 'ci': 0.020533422480769947}"
9,6,"{'mean': 0.9569217807880079, 'ci': 0.023779725145113617}"
9,7,"{'mean': 0.7255762142109736, 'ci': 0.06694806014251997}"
10,0,"{'mean': 0.999654111674242, 'ci': array([0.00012251])}"
10,1,"{'mean': 0.9918353467126085, 'ci': 0.004254341490710689}"
10,2,"{'mean': 0.9988678113910895, 'ci': array([0.00032194])}"
10,3,"{'mean': 0.9906286362369485, 'ci': 0.005735064698408343}"
10,4,"{'mean': 0.9964239193767283, 'ci': 0.0012332213505238387}"
10,5,"{'mean': 0.9633241202491982, 'ci': 0.010136487546466122}"
10,6,"{'mean': 0.9726605719003311, 'ci': 0.0048439653790137704}"
10,7,"{'mean': 0.7494179163001286, 'ci': 0.06617114478810493}"
11,0,"{'mean': 0.9994662661896064, 'ci': array([0.00017896])}"
11,1,"{'mean': 0.9940546240972904, 'ci': 0.0016633115277434607}"
11,2,"{'mean': 0.9985664846778307, 'ci': array([0.00031295])}"
11,3,"{'mean': 0.990362884203179, 'ci': 0.005253019374530266}"
11,4,"{'mean': 0.9974530693272782, 'ci': 0.001005343578711071}"
11,5,"{'mean': 0.9768905701932148, 'ci': 0.011079672749851222}"
11,6,"{'mean': 0.9843456463308571, 'ci': 0.012787600103020047}"
11,7,"{'mean': 0.8856184923195993, 'ci': 0.0667728959483106}"
12,0,"{'mean': 0.999506598555015, 'ci': array([0.00022987])}"
12,1,"{'mean': 0.9864889567650831, 'ci': 0.006035389892723342}"
12,2,"{'mean': 0.9987369897310551, 'ci': array([0.00034595])}"
