Round,Cid,Size of parameters,Loss,Accuracy
1,31,8400,2.693773786226908,0.0
1,30,8400,1.699927909033639,0.8125
1,2,8400,2.222879659045826,0.2315340909090909
1,25,8400,1.8960018634796143,0.5833333333333334
1,16,8400,2.6777309721166436,0.036931818181818184
1,48,8400,1.8844204154507866,0.46875
1,34,8400,2.353925085067749,0.0
1,32,8400,2.4461763088519755,0.001201923076923077
1,18,8400,2.345332560715852,0.12731481481481483
1,15,8400,1.9475167531233568,0.6177884615384616
1,45,8400,2.112077944808536,0.2690972222222222
1,12,8400,2.28435355424881,0.25558035714285715
1,36,8400,1.6429611336101184,0.6946022727272727
1,37,8400,2.7466126588674693,0.0
1,39,8400,1.7317384424663724,0.5297619047619048
1,41,8400,1.7124257743358613,0.60625
1,38,8400,2.265518370128813,0.29017857142857145
1,1,8400,1.828344550999728,0.453125
1,9,8400,2.2253238105773927,0.3825
1,42,8400,2.4392129381497702,0.0
1,0,8400,1.9768743515014648,0.3104166666666667
1,49,8400,2.2060248437135117,0.22282608695652173
1,22,8400,1.9236337287085397,0.14285714285714285
1,8,8400,1.9252880320829504,0.37683823529411764
1,27,8400,2.485397273096545,0.11206896551724138
1,3,8400,2.326262811819712,0.2734375
1,29,8400,2.697748561059275,0.0
1,13,8400,2.0183263421058655,0.37916666666666665
1,4,8400,2.3424772705350603,0.060267857142857144
1,33,8400,2.2823682493633695,0.1779513888888889
1,47,8400,2.13852858543396,0.1736111111111111
1,7,8400,1.8738693594932556,0.2125
1,40,8400,2.588868365568273,0.10110294117647059
1,43,8400,2.6474148750305178,0.058333333333333334
1,21,8400,2.7160426339795514,0.0
1,10,8400,2.2103575547536214,0.004166666666666667
1,14,8400,2.002869790250605,0.05397727272727273
1,20,8400,1.9542809277772903,0.5703125
1,19,8400,2.1314949335590487,0.35685483870967744
1,17,8400,2.084361948465046,0.3848684210526316
1,28,8400,2.1782358832981275,0.14266304347826086
1,26,8400,1.6775323549906414,0.6284722222222222
1,11,8400,2.056664675474167,0.3993055555555556
1,44,8400,1.9644210603502061,0.1388888888888889
1,46,8400,2.384248705471263,0.16727941176470587
1,23,8400,1.869625985622406,0.20758928571428573
1,5,8400,2.6778626271656583,0.0
1,6,8400,2.7033846658818863,0.0
1,35,8400,1.6424465417861938,0.75625
1,24,8400,2.469435388391668,0.13636363636363635
2,17,8400,2.2180386217016923,0.049342105263157895
2,31,8400,2.247618794441223,0.125
2,37,8400,2.684757030927218,0.014423076923076924
2,46,8400,2.094444050508387,0.12867647058823528
2,29,8400,2.346554479291362,0.10685483870967742
2,22,8400,1.7767091478620256,0.5505952380952381
2,47,8400,2.136063019434611,0.08854166666666667
2,35,8400,1.9644286076227824,0.022916666666666665
2,15,8400,2.1358443406911998,0.0625
2,41,8400,1.9525311231613158,0.12109375
2,48,8400,1.7987042007775143,0.3857758620689655
2,38,8400,2.0794074762435186,0.09077380952380952
2,33,8400,2.074907614125146,0.2829861111111111
2,43,8400,2.5015819390614826,0.0625
2,20,8400,1.7145048528909683,0.142578125
2,30,8400,1.9378280469349451,0.08928571428571429
2,40,8400,2.3833651262171127,0.04411764705882353
2,32,8400,1.5098959161685064,0.4579326923076923
2,5,8400,1.8632495829037257,0.21651785714285715
2,19,8400,2.0207838166144585,0.11491935483870967
2,14,8400,1.3929808790033513,0.9318181818181818
2,44,8400,2.1317371792263455,0.21180555555555555
2,45,8400,2.196310453944736,0.001736111111111111
2,26,8400,1.6332978937360976,0.4131944444444444
2,8,8400,1.8383934988695032,0.30514705882352944
2,36,8400,1.939955635504289,0.08664772727272728
2,9,8400,2.129432544708252,0.08375
2,16,8400,2.713217323476618,0.008522727272727272
2,42,8400,1.4776598016421,0.5
2,24,8400,1.5928801406513562,0.2159090909090909
2,49,8400,2.138646260551784,0.27853260869565216
2,18,8400,1.951943419597767,0.10300925925925926
2,34,8400,1.425317645072937,0.64375
2,23,8400,2.017049355166299,0.3125
2,11,8400,1.992469996213913,0.1597222222222222
2,3,8400,2.215344945589701,0.061197916666666664
2,13,8400,2.0934072097142535,0.0375
2,39,8400,1.5772106590725126,0.4955357142857143
2,1,8400,2.0386440699750725,0.06960227272727272
2,25,8400,1.8180898825327556,0.11875
2,21,8400,2.489663524012412,0.0715725806451613
2,28,8400,2.3056197995724887,0.18206521739130435
2,12,8400,2.105555142675127,0.09821428571428571
2,6,8400,2.410574155695298,0.09191176470588236
2,2,8400,1.977875373580239,0.07386363636363637
2,10,8400,1.8771397590637207,0.44583333333333336
2,27,8400,2.459301208627635,0.12607758620689655
2,7,8400,2.0524742364883424,0.303125
2,0,8400,2.008685290813446,0.14166666666666666
2,4,8400,2.018188314778464,0.2544642857142857
3,1,8400,1.964361759749326,0.1747159090909091
3,20,8400,1.9891319870948792,0.009765625
3,34,8400,1.6008810997009277,0.48125
3,4,8400,1.775224736758641,0.35714285714285715
3,21,8400,2.1771034809850875,0.12096774193548387
3,7,8400,2.09398375749588,0.240625
3,17,8400,2.2308584388933683,0.14144736842105263
3,40,8400,1.989478069193223,0.0900735294117647
3,15,8400,2.3067535620469313,0.0
3,36,8400,2.0056913928552107,0.045454545454545456
3,27,8400,2.253449501662419,0.17025862068965517
3,30,8400,1.8108663048063005,0.044642857142857144
3,43,8400,1.9203626235326132,0.13541666666666666
3,10,8400,1.5429396629333496,0.49375
3,13,8400,1.982331136862437,0.06354166666666666
3,42,8400,1.7842990358670552,0.3515625
3,39,8400,1.3836497352236794,0.4568452380952381
3,6,8400,2.4872546476476334,0.11764705882352941
3,11,8400,1.9249323440922632,0.15104166666666666
3,32,8400,1.8254370460143456,0.30528846153846156
3,38,8400,2.035375544003078,0.09226190476190477
3,18,8400,2.1508848049022533,0.04861111111111111
3,19,8400,1.8770613324257635,0.2127016129032258
3,46,8400,2.019120924613055,0.12683823529411764
3,31,8400,1.9727646311124165,0.15104166666666666
3,44,8400,2.046305153104994,0.20833333333333334
3,26,8400,1.4914244678285387,0.3576388888888889
3,2,8400,2.13195293599909,0.036931818181818184
