Server round,Layer,Similarity
1,0,"{'mean': 0.9998902932597143, 'ci': array([9.93813042e-05])}"
1,1,"{'mean': 0.9817862933879163, 'ci': 0.0171726587150256}"
1,2,"{'mean': 0.9998936941195768, 'ci': array([9.82226911e-05])}"
1,3,"{'mean': 0.8746341819281398, 'ci': 0.012657686721967876}"
1,4,"{'mean': 0.9982173299998197, 'ci': 0.0015282876953466307}"
1,5,"{'mean': 0.7568251142010374, 'ci': 0.15837958878724046}"
1,6,"{'mean': 0.8025116728394313, 'ci': 0.19901769217403098}"
1,7,"{'mean': 0.3788903962885354, 'ci': 0.17248891872390826}"
2,0,"{'mean': 0.9996032564415885, 'ci': array([0.0004181])}"
2,1,"{'mean': 0.9776939566895311, 'ci': 0.020638167297690524}"
2,2,"{'mean': 0.9999361098442987, 'ci': array([6.78608834e-05])}"
2,3,"{'mean': 0.9113690182468601, 'ci': 0.11978449391692392}"
2,4,"{'mean': 0.9954587685562382, 'ci': 0.005693867177912537}"
2,5,"{'mean': 0.8237159999981389, 'ci': 0.22127554019909734}"
2,6,"{'mean': 0.8434606257625261, 'ci': 0.1352830145903896}"
2,7,"{'mean': 0.5291885779302403, 'ci': 0.7412057801237044}"
3,0,"{'mean': 0.9998390087057605, 'ci': array([1.87022355e-05])}"
3,1,"{'mean': 0.9857799416916407, 'ci': 0.0018954858146404963}"
3,2,"{'mean': 0.9999898110347114, 'ci': array([1.14950738e-06])}"
3,3,"{'mean': 0.9954226862280634, 'ci': 0.0004908309925317766}"
3,4,"{'mean': 0.9987864187141146, 'ci': 7.988632957589559e-05}"
3,5,"{'mean': 0.9746226172748129, 'ci': 0.0036605900334426567}"
3,6,"{'mean': 0.8376504380549621, 'ci': 0.041684254370487284}"
3,7,"{'mean': 0.8318694311793415, 'ci': 0.04845385099346344}"
