Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.374458,1,0.154327,39.68913579306055,0.24518752075083058,0.292731,[]
3.371452,2,0.174815,52.48378320967344,0.28095887693106547,0.292731,[]
3.138116,3,0.272008,57.44136140447927,0.3510521646927234,0.379571,[]
3.079656,4,0.278587,72.222486110629,0.3727434731867897,0.407314,[]
3.075222,5,0.3139,58.138175925978274,0.38794501424455,0.448928,[]
3.064344,6,0.357458,62.9209027271542,0.4329336398631556,0.503003,[]
3.156012,7,0.340135,59.63103218962422,0.431274273387981,0.515015,[]
3.133403,8,0.345798,53.26950347055997,0.43363403481097607,0.498498,[]
3.123098,9,0.375364,61.95988621680967,0.4545583486796347,0.517024,[]
3.118933,10,0.373949,72.43376284578899,0.4738436755131973,0.524024,[]
3.308679,11,0.375614,65.53281620684405,0.4586004482343271,0.534535,[]
3.077959,12,0.380361,62.53580974129944,0.4746470063274691,0.518018,[]
3.046087,13,0.401183,67.23263716380609,0.4793233369550567,0.527112,[]
3.044519,14,0.407845,63.816357620910956,0.47726061504101447,0.503003,[]
3.052091,15,0.422337,62.603094971414954,0.4804223298627786,0.551072,[]
3.088753,16,0.444074,66.1433292176921,0.5070461087609858,0.54955,[]
3.044406,17,0.447073,65.25519136436579,0.5039748057534946,0.561562,[]
3.087593,18,0.45082,65.13468737930657,0.5212514447183763,0.553594,[]
3.090717,19,0.45765,69.21840434450941,0.5319116176610947,0.566204,[]
3.047743,20,0.458483,62.05874233337315,0.5216102161300606,0.572072,[]
3.090291,21,0.448738,51.18632629912016,0.50393416337233,0.541152,[]
3.362669,22,0.464646,62.29805374166997,0.5361834282898836,0.564565,[]
3.098753,23,0.471891,68.88621052140986,0.5464532242796711,0.578815,[]
3.067299,24,0.470892,66.15368470463305,0.5507817715684992,0.574074,[]
3.077468,25,0.469476,64.0501951597339,0.5324942910480674,0.569987,[]
3.059032,26,0.472724,61.904442490018425,0.5278820305719106,0.559899,[]
3.046785,27,0.469393,64.7098137843094,0.526795486236621,0.575075,[]
3.040157,28,0.475473,64.4014557288886,0.5385725380942757,0.608108,[]
3.102961,29,0.47364,57.41191078513238,0.5431744246118753,0.602102,[]
3.064215,30,0.478554,59.53494771980571,0.5404188907241965,0.567568,[]
3.054131,31,0.481802,55.030786837914654,0.5313687655576877,0.565844,[]
3.071941,32,0.467311,65.4159575333114,0.544969187791375,0.569959,[]
3.085352,33,0.500541,65.29969372056809,0.5648435733121102,0.627628,[]
3.054982,34,0.513201,70.91607716167047,0.5804551926880426,0.632132,[]
3.395747,35,0.49721,72.35710054998059,0.5689153122817161,0.591425,[]
3.080503,36,0.505705,73.28533277539238,0.5751671682667872,0.59773,[]
3.06862,37,0.504955,71.52291590811997,0.5712649103637855,0.595208,[]
3.075462,38,0.504622,60.94790808551184,0.5660238067157787,0.618619,[]
3.048874,39,0.500958,67.4862022935059,0.5828464097230236,0.633634,[]
3.072439,40,0.488215,76.37270454815648,0.5672844660436873,0.60961,[]
3.175775,41,0.520113,75.0239128545026,0.5821843942894842,0.609053,[]
3.080955,42,0.518364,73.87326986129692,0.58369516697463,0.625473,[]
3.04987,43,0.523611,73.59706176200243,0.5972864909343526,0.624625,[]
3.068845,44,0.527526,73.84653004711866,0.5914917115255759,0.627995,[]
3.075894,45,0.527359,70.29751062448796,0.5905582665740131,0.633745,[]
3.062657,46,0.528192,71.74670724151737,0.5870558457919899,0.629256,[]
3.084652,47,0.528025,67.87193823665271,0.5815984813911349,0.598991,[]
3.050568,48,0.532356,72.43783541768764,0.5900773763801175,0.643127,[]
3.058698,49,0.528358,72.84545284367445,0.5906766006548109,0.65826,[]
3.051687,50,0.530274,68.0619387029197,0.5878760764976739,0.638083,[]
