Server round,Layer,Similarity
1,0,0.9994539156664172
1,1,0.9066417545219848
1,2,0.9996608886210819
1,3,0.858344367427039
1,4,0.9986702465505226
1,5,0.8582649422450508
1,6,0.9140823318968865
1,7,0.2059055580392949
2,0,0.9990449980335275
2,1,0.9626219127054672
2,2,0.9995835650398444
2,3,0.9413109755324153
2,4,0.9980251349938141
2,5,0.8907655200444868
2,6,0.9248372452817265
2,7,0.21829763375116928
3,0,0.9983902694620255
3,1,0.9881017699101244
3,2,0.9995081479826908
3,3,0.9777764569888825
3,4,0.998414454087241
3,5,0.9495500612471142
3,6,0.9560621838220054
3,7,0.4703605041744366
4,0,0.9985709342308802
4,1,0.9908227313509133
4,2,0.9990063094768596
4,3,0.9898163010673016
4,4,0.997937005676145
4,5,0.9687771217648096
4,6,0.9559066076939142
4,7,0.6251615732507663
5,0,0.9986551895109623
5,1,0.9932084079329007
5,2,0.998591094854993
5,3,0.991171265307621
5,4,0.9978015611881729
5,5,0.9738242528644891
5,6,0.9675712621073841
5,7,0.7565195969708602
6,0,0.9994134072600704
6,1,0.989010794265772
6,2,0.9988685568062754
6,3,0.9932715262790335
6,4,0.9980868591565561
6,5,0.9717377979757227
6,6,0.980003973038863
6,7,0.8334591303369003
7,0,0.999358728517693
7,1,0.9924552509463616
7,2,0.9982095204179957
7,3,0.9926450067972753
7,4,0.9974162626918647
7,5,0.9784290829437264
7,6,0.9786308280373541
7,7,0.8505832547794242
8,0,0.999445840495033
8,1,0.9941381775496896
8,2,0.9980989234651251
8,3,0.9927755027194536
8,4,0.9972932531405914
8,5,0.9785141234632646
8,6,0.9828393969248891
8,7,0.8619251313107406
9,0,0.99950762867306
9,1,0.9961422179651352
9,2,0.9981225528562678
9,3,0.9946773969150449
9,4,0.9974293306021196
9,5,0.980334039014453
9,6,0.9858147349146926
9,7,0.8966006734022862
10,0,0.9996514055607769
10,1,0.9964935569316421
10,2,0.9983990652553631
10,3,0.9948641014761526
10,4,0.9978348536320559
10,5,0.9807347836116378
10,6,0.9870031851766743
10,7,0.9171079956655026
11,0,0.9997600573931353
11,1,0.9967566930551762
11,2,0.9985004531873427
11,3,0.9955914457711941
11,4,0.997896364013962
11,5,0.9827668814094546
11,6,0.9896966216152923
11,7,0.9122838582162145
12,0,0.9996254116923833
12,1,0.9956874041311164
12,2,0.9978352624105032
12,3,0.9967234131018621
12,4,0.9974857286745097
12,5,0.9837038525832427
12,6,0.9903466932250979
12,7,0.9251189182711879
13,0,0.9996294739048945
13,1,0.9951991213495162
13,2,0.9976810073565707
13,3,0.9968396812423691
13,4,0.9974817142544967
13,5,0.9849154668740219
13,6,0.9914815057239101
13,7,0.9344041705785326
14,0,0.9995862082168068
14,1,0.9959982539060372
14,2,0.9975785164398099
14,3,0.9967798908272005
14,4,0.997288431515998
14,5,0.9863900412305217
14,6,0.9924268514381476
14,7,0.9410115909780068
15,0,0.9996076561903819
15,1,0.9969034556877354
15,2,0.9976936356118389
15,3,0.9975143578853124
15,4,0.9976644452225235
15,5,0.9869316658241623
15,6,0.9933945043051129
15,7,0.9413554049681796
16,0,0.9996548454627101
16,1,0.9969255545051492
16,2,0.9975854982973741
16,3,0.9976286902479341
16,4,0.9974002579901845
16,5,0.9857126748563485
16,6,0.9933987902843964
16,7,0.9525379849804505
17,0,0.9996204885739133
17,1,0.996643496544112
17,2,0.9972459238428886
17,3,0.996962227885819
17,4,0.9973274963157709
17,5,0.9872287402518516
17,6,0.9938888657011666
17,7,0.953553824876597
18,0,0.9996261222783164
18,1,0.9977497462396374
18,2,0.9970394433105191
18,3,0.9976744947040935
18,4,0.997703708179087
18,5,0.9888135436498778
18,6,0.9957510736225841
18,7,0.9616305104747973
19,0,0.9995999770648141
19,1,0.9968968373176712
19,2,0.9971667032382917
19,3,0.998430234877385
19,4,0.9975826648874672
19,5,0.9910076155764154
19,6,0.9954224754552754
19,7,0.9664496250178481
20,0,0.9996276299831546
20,1,0.9974646712606563
20,2,0.9966033569373305
20,3,0.9984262187285811
20,4,0.9973572594838174
20,5,0.9916137535524134
20,6,0.9950957031636171
20,7,0.9742720666892739
