Round,Cid,Size of parameters,Loss,Accuracy
1,31,1400,0.2915186658501625,0.8333333333333334
1,26,1400,2.2540606922573514,0.0
1,30,1400,0.6633729253496442,0.5446428571428571
1,23,1400,2.1964260510035922,0.0
1,25,1400,2.361238479614258,0.0
1,15,1400,2.307099085587722,0.0
1,5,1400,2.558731062071664,0.0
1,10,1400,2.388707399368286,0.0
1,6,1400,0.12386027767377741,0.9761029411764706
1,2,1400,2.3960892287167637,0.007102272727272727
1,28,1400,0.6070049197777457,0.6494565217391305
1,32,1400,2.5022007410342875,0.0
1,0,1400,2.308443792661031,0.0
1,11,1400,2.3234554131825766,0.09722222222222222
1,33,1400,2.3462088439199658,0.010416666666666666
1,7,1400,2.1560636378126218e-05,1.0
1,16,1400,13.586258628151633,0.11079545454545454
1,20,1400,2.393688529729843,0.0
1,24,1400,0.22770836001092737,0.9161931818181818
1,14,1400,2.2353485280817207,0.0
1,34,1400,2.4482560634613035,0.0
1,8,1400,4.746098265928381,0.3713235294117647
1,12,1400,2.334454902580806,0.24107142857142858
1,29,1400,2.4965940137063303,0.0
1,3,1400,2.3205903669198356,0.24088541666666666
1,4,1400,2.8631045137132918,0.5558035714285714
1,13,1400,4.85826104482015,0.6135416666666667
1,21,1400,2.463158861283333,0.0
1,17,1400,2.2480685334456596,0.003289473684210526
1,27,1400,2.341302246882998,0.11206896551724138
1,22,1400,2.1830048788161505,0.020833333333333332
1,1,1400,5.601308107376099,0.5326704545454546
1,18,1400,2.4131452684049255,0.041666666666666664
1,19,1400,2.3169400922713743,0.1743951612903226
1,9,1400,2.2528874683380127,0.2725
2,31,1400,0.5913773775100708,0.828125
2,34,1400,2.212124395370483,0.4625
2,30,1400,1.2877228600638253,0.19642857142857142
2,14,1400,2.245388291098855,0.46875
2,26,1400,2.234438498814901,0.3368055555555556
2,16,1400,3.737639687278054,0.11079545454545454
2,15,1400,2.3270148864159217,0.004807692307692308
2,10,1400,0.5574111660321553,0.5645833333333333
2,20,1400,2.266424909234047,0.0
2,23,1400,0.08576556720903941,0.9933035714285714
2,6,1400,0.5153867321855882,0.6893382352941176
2,22,1400,2.204955532437279,0.375
2,17,1400,2.3228838945689954,0.013157894736842105
2,29,1400,2.3200479015227287,0.0010080645161290322
2,32,1400,2.2306297559004564,0.29927884615384615
2,9,1400,2.2608934879302978,0.185
2,19,1400,1.2274810979443211,0.4848790322580645
2,21,1400,2.3619517049481793,0.0
2,33,1400,2.259426726235284,0.2361111111111111
2,11,1400,2.2947900096575418,0.0078125
2,7,1400,0.06408141367137432,1.0
2,28,1400,0.5237538633139237,0.9538043478260869
2,8,1400,1.3849693747127758,0.37683823529411764
2,2,1400,0.5688727701252158,0.6789772727272727
2,25,1400,1.0877232988675436,0.5
2,4,1400,1.2611533403396606,0.59375
2,1,1400,2.569461302323775,0.39488636363636365
2,3,1400,0.683560200035572,0.7122395833333334
2,5,1400,0.1867988764175347,0.9151785714285714
2,0,1400,2.40956490834554,0.0010416666666666667
2,24,1400,0.1877641955559904,0.9886363636363636
2,18,1400,2.312979124210499,0.0
2,27,1400,1.9445586903341885,0.509698275862069
2,13,1400,2.1147200663884482,0.6135416666666667
2,12,1400,2.2674261587006703,0.11941964285714286
3,34,1400,0.8106519460678101,0.48125
3,31,1400,0.5011924306551615,0.828125
3,30,1400,0.48109801752226694,0.8125
3,7,1400,0.04675881639122963,1.0
3,10,1400,0.645000712076823,0.4375
3,15,1400,1.8815746307373047,0.375
3,20,1400,2.307948514819145,0.0
3,4,1400,0.49719159092221943,0.7700892857142857
3,6,1400,0.36590686440467834,0.9852941176470589
3,17,1400,2.347451586472361,0.0
3,25,1400,0.8756046930948893,0.4583333333333333
3,1,1400,2.1659494150768626,0.47017045454545453
3,21,1400,2.3557188741622435,0.0
3,32,1400,2.2699429438664365,0.22956730769230768
3,18,1400,2.3231567718364574,0.0
3,13,1400,2.2116482416788736,0.6125
3,2,1400,0.46418270468711853,0.8238636363636364
3,0,1400,0.37873206833998363,0.9802083333333333
3,27,1400,2.2819874615504823,0.1336206896551724
3,11,1400,2.2777881953451367,0.0
3,16,1400,4.838252284310081,0.11363636363636363
3,26,1400,2.292492071787516,0.3541666666666667
3,23,1400,0.11335324948387486,0.9464285714285714
3,3,1400,0.8185309519370397,0.6145833333333334
3,5,1400,0.1737521599446024,0.984375
3,14,1400,0.6564723307436163,0.6278409090909091
3,9,1400,2.3420400524139406,0.0
3,24,1400,0.16167948293414983,0.9886363636363636
3,29,1400,2.3033697605133057,0.0
3,8,1400,1.095083071905024,0.5202205882352942
3,19,1400,0.8361271004523,0.8629032258064516
3,22,1400,2.3412076972779774,0.3705357142857143
3,28,1400,0.5091318941634634,0.936141304347826
3,12,1400,0.11581890976854733,0.96875
3,33,1400,2.2773965067333646,0.24305555555555555
4,34,1400,0.723631227016449,0.9625
4,30,1400,0.47922500542231966,0.75
4,16,1400,3.8060395500876685,0.11363636363636363
4,26,1400,2.2909370263417563,0.03125
4,5,1400,0.04710039982040014,0.9888392857142857
4,14,1400,1.3150118589401245,0.05397727272727273
4,4,1400,0.17171377103243554,0.9598214285714286
4,23,1400,0.058955526777676175,0.9933035714285714
4,8,1400,1.25188230416354,0.38419117647058826
4,2,1400,0.6028329716487364,0.6875
4,17,1400,1.1407855623646785,0.31085526315789475
4,19,1400,0.3235587126785709,0.8941532258064516
4,28,1400,0.5302930266960807,0.9578804347826086
4,9,1400,0.3685102570056915,0.93625
4,12,1400,0.15806575571852072,0.9620535714285714
4,21,1400,2.2888769795817714,0.006048387096774193
4,13,1400,1.856819740931193,0.615625
4,29,1400,0.7774732978113236,0.6381048387096774
4,33,1400,2.282393839624193,0.0763888888888889
4,11,1400,2.2889263961050244,0.13194444444444445
4,10,1400,0.6095607360204061,0.9729166666666667
4,7,1400,0.04667924977838993,1.0
