Server round,Layer,Similarity
1,0,0.6591414896128626
1,1,0.05137097566156517
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.39475117685160255
1,9,0.13419044419010573
2,0,0.966885502474342
2,1,0.9004618614876757
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.24795690834565035
2,9,0.24712480312969745
3,0,0.9494910887075602
3,1,0.8705748128769204
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.3499936023787984
3,9,0.2946114067367534
4,0,0.9192366433380116
4,1,0.7285063141662037
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.23227554888151633
4,9,0.18946323799593104
5,0,0.921912843880366
5,1,0.6223583250174408
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.4944375904330978
5,9,0.5445901966466867
6,0,0.8394993323138896
6,1,0.5036430605015573
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.40425764707607637
6,9,0.27484060944136357
7,0,0.9005144167054895
7,1,0.6421427921770532
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.34224789659048743
7,9,0.42961389971883196
8,0,0.937682169404963
8,1,0.7506831132393832
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.4055981104802637
8,9,0.280666483985832
9,0,0.929601247691354
9,1,0.739271980204674
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.4666672029354812
9,9,0.43324142326933596
10,0,0.9247518994619958
10,1,0.7536953802355519
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.33736909096705897
10,9,0.5141763426191269
11,0,0.9251442556482102
11,1,0.7378911197371866
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.36674479723430703
11,9,0.34658763194427894
12,0,0.960507530038746
12,1,0.7965776333027211
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.45522542504141533
12,9,0.475126108341618
13,0,0.953101727734047
13,1,0.4375549197411748
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.5202321317755619
13,9,0.4042868135831635
14,0,0.9425331061673954
14,1,0.5911732976142887
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.37799450926592565
14,9,0.439437273891442
15,0,0.9496871223999847
15,1,0.4985102841775821
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.4845519029808838
15,9,0.48865408100913177
16,0,0.9298893063539407
16,1,0.371956664675498
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.32679448763171653
16,9,0.287687137005906
17,0,0.940376134183504
17,1,0.3518254399515392
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0
17,7,0.0
17,8,0.34140547140227584
17,9,0.4056537954313167
18,0,0.9421542328175363
18,1,0.48257210431680186
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.6153899237504218
18,9,0.36287323692390466
19,0,0.9442405775895026
19,1,0.28132918960464187
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.0
19,7,0.0
19,8,0.42868875483024516
19,9,0.5276940336917352
20,0,0.948736520318341
20,1,0.5196698383542325
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.434486189512469
20,9,0.3773981103443227
21,0,0.931155781598615
21,1,0.4371115099960498
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.0
21,7,0.0
21,8,0.4015279180771559
21,9,0.43252695942598307
22,0,0.9371409611257827
22,1,0.5835134234954237
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,0.0
22,7,0.0
22,8,0.49854318228841504
22,9,0.31023313280443543
23,0,0.9229524009721383
23,1,0.2896721181913417
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.0
23,7,0.0
23,8,0.3958599080585313
23,9,0.3687399319308157
24,0,0.9282417257748482
24,1,0.5071148320144713
24,2,0.0
24,3,0.0
