Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.358901,1,0.130091,42.1697759064475,0.24093073057085065,0.292731,[]
3.334522,2,0.170067,51.186814708477414,0.2745426015007055,0.292731,[]
3.16006,3,0.192388,68.60648657379272,0.2972822621069096,0.359395,[]
3.081622,4,0.219539,76.59281950679188,0.33276199327702594,0.435435,[]
3.054551,5,0.254685,56.382532756164835,0.3260324770007786,0.359395,[]
3.082305,6,0.252353,65.03652819762138,0.3499393643540134,0.427928,[]
3.087222,7,0.255351,64.782790924751,0.36997838685252604,0.399399,[]
3.067564,8,0.240943,61.69949351493901,0.3737334011036087,0.451952,[]
3.02612,9,0.259932,65.8691695712038,0.36276858401759643,0.422446,[]
3.032456,10,0.301408,66.46388116864678,0.4062812484558379,0.463964,[]
3.310197,11,0.280253,76.07356636835163,0.3974401942531833,0.45045,[]
3.033719,12,0.319064,66.3660116324614,0.41224166975737014,0.448949,[]
3.046209,13,0.342134,61.86873200575554,0.418690738450182,0.465322,[]
3.055448,14,0.317648,65.74275625496698,0.39990855821980004,0.433934,[]
3.047696,15,0.333555,81.60507030816161,0.43236921187874877,0.495495,[]
3.0344,16,0.334971,69.50820095499525,0.4236855568878811,0.468468,[]
3.044817,17,0.327476,59.29451913963044,0.4115720204684175,0.472973,[]
3.081375,18,0.362872,66.77445245002015,0.44428073706790683,0.505675,[]
3.048642,19,0.358957,76.03847710205669,0.4577486212232008,0.51952,[]
3.019989,20,0.373199,71.57686427889952,0.46812225160675014,0.517024,[]
3.035553,21,0.398684,70.74127154638938,0.4806884637186243,0.536036,[]
3.437838,22,0.391188,70.95440437351299,0.48865728237978967,0.545045,[]
3.015259,23,0.391938,68.20857717325586,0.4883366642463966,0.524024,[]
3.052688,24,0.409178,62.009898403400086,0.4674749018510436,0.518018,[]
3.040038,25,0.404181,59.73213121930274,0.470066781665885,0.513241,[]
3.065887,26,0.405347,68.55455856469356,0.47369517061801336,0.525526,[]
3.054523,27,0.415258,60.37888703843423,0.47693257152977786,0.516517,[]
3.051531,28,0.419589,68.92960176876115,0.4947337219088679,0.538462,[]
3.060291,29,0.424169,58.799893707386914,0.4928093186666994,0.524024,[]
3.049692,30,0.433497,61.71942562921337,0.509347715557324,0.548048,[]
3.014894,31,0.446656,54.28745250976509,0.5055623175681713,0.536036,[]
3.047984,32,0.418756,50.670898946041994,0.4892058455879756,0.540541,[]
3.065028,33,0.452986,54.97133343843862,0.5187446309685901,0.548048,[]
3.034139,34,0.452486,67.20213910285892,0.5275982957857798,0.57377,[]
3.387076,35,0.450487,72.0246312034987,0.5287431338949695,0.56116,[]
3.052517,36,0.451986,71.65352398870554,0.5259434824107236,0.551072,[]
3.148699,37,0.461481,70.44535115960457,0.5281157578821392,0.572072,[]
3.091391,38,0.466894,63.530386430431854,0.5300762420257854,0.593093,[]
3.03653,39,0.474723,71.31479509891338,0.5468524440759979,0.599099,[]
3.044071,40,0.472808,66.44191071906346,0.546080010895472,0.585586,[]
3.055109,41,0.476222,79.7094097331049,0.5673121317780364,0.588477,[]
3.000075,42,0.493545,70.12709889907039,0.5613824592482268,0.582598,[]
3.071495,43,0.491963,66.60651244435486,0.5571483701874959,0.593093,[]
3.045147,44,0.497043,68.47948597937926,0.565215236551927,0.587087,[]
2.978242,45,0.491047,64.89422162257591,0.548735023735862,0.583931,[]
3.023774,46,0.473224,67.39502949031181,0.5383611306178437,0.582305,[]
3.086747,47,0.484717,74.84383742166084,0.5588024751539704,0.605296,[]
3.074945,48,0.485883,71.77332373521516,0.550778630326111,0.57377,[]
3.059439,49,0.484301,65.47814520891684,0.5490022836106181,0.576132,[]
3.030408,50,0.479887,67.56914976525898,0.5492386170474457,0.58512,[]
