Server round,Layer,Similarity
1,0,0.9996655227039306
1,1,0.9811771485607269
1,2,0.9998605734189115
1,3,0.9208295747507208
1,4,0.9990845936817991
1,5,0.8900940108483905
1,6,0.9449764614887393
1,7,0.15319611948416925
2,0,0.9993992116233672
2,1,0.9847068778669864
2,2,0.9997464742861544
2,3,0.9716438154182773
2,4,0.9987070750337045
2,5,0.9512870535859647
2,6,0.9563762476476368
2,7,0.5155042512618832
3,0,0.9993711878986516
3,1,0.989871347528239
3,2,0.9998361483227671
3,3,0.9815476040098138
3,4,0.9988696776196853
3,5,0.9751017415621268
3,6,0.964789299087886
3,7,0.749649088250115
4,0,0.9993224272014608
4,1,0.9886836886959314
4,2,0.9996867315596992
4,3,0.989638871937682
4,4,0.9987909078753558
4,5,0.9805718734164829
4,6,0.9834297670449287
4,7,0.7919067085646575
5,0,0.9995434491558074
5,1,0.9935086551200563
5,2,0.9993143447650485
5,3,0.9901718300341947
5,4,0.9988973025485278
5,5,0.9813992354240996
5,6,0.9841361928599021
5,7,0.8686092864030579
6,0,0.9995298568971623
6,1,0.9933217959517183
6,2,0.9988849662719876
6,3,0.9954660001443433
6,4,0.9985503143652362
6,5,0.9815707335901561
6,6,0.9896758943624088
6,7,0.8755261726189332
7,0,0.9996507130839986
7,1,0.9958087720199561
7,2,0.9986420294031833
7,3,0.996325339664959
7,4,0.9984927427332457
7,5,0.9878455612726293
7,6,0.9911262300592204
7,7,0.9004860660759652
8,0,0.9997360504786119
8,1,0.9956724346386406
8,2,0.998771559396146
8,3,0.9961673977258281
8,4,0.9983498046848323
8,5,0.9842548377534822
8,6,0.990574323008842
8,7,0.9029094633941473
9,0,0.9997236499591541
9,1,0.9951986381903929
9,2,0.9985502217743765
9,3,0.9963874991750904
9,4,0.9983227212982148
9,5,0.9863986400851802
9,6,0.9935637140694404
9,7,0.934065055443385
10,0,0.999716465057352
10,1,0.9969626047986995
10,2,0.9979845652465421
10,3,0.9968345270423744
10,4,0.9983612371555634
10,5,0.9893366761499811
10,6,0.9949427896621498
10,7,0.9514161959690557
11,0,0.9996284095124562
11,1,0.9969946119747658
11,2,0.9981177043544736
11,3,0.997188594848903
11,4,0.9983227571245535
11,5,0.9909382226186122
11,6,0.9952490551043436
11,7,0.9666848611430804
12,0,0.999713806794014
12,1,0.9976310786781437
12,2,0.9984024257653004
12,3,0.9966334186102693
12,4,0.9982594094777051
12,5,0.9904970861955943
12,6,0.9957852894260998
12,7,0.9630522217335066
13,0,0.9996665992389797
13,1,0.9964729640184552
13,2,0.9978510720950592
13,3,0.9969931401339035
13,4,0.9979443194435889
13,5,0.9886220410361112
13,6,0.9947056388496042
13,7,0.9604172704774147
14,0,0.9997132325555467
14,1,0.9968136735797085
14,2,0.9977619473177021
14,3,0.9977416969585301
14,4,0.9977874428596859
14,5,0.9889027561633027
14,6,0.9941830890825979
14,7,0.9575117676370227
15,0,0.9996590941249629
15,1,0.9972265015408426
15,2,0.9974308919782717
15,3,0.9963854808742753
15,4,0.9976889049949326
15,5,0.9888970038969264
15,6,0.9950364794994102
15,7,0.964718166299746
16,0,0.9996613602226524
16,1,0.9970171781304188
16,2,0.9974582323786123
16,3,0.9979577748413776
16,4,0.9979933778874134
16,5,0.9928297058093151
16,6,0.9970847865179712
16,7,0.9756644974001568
17,0,0.9996657486079217
17,1,0.9979578229870246
17,2,0.9975604275472096
17,3,0.9981545358421218
17,4,0.9978110929303156
17,5,0.9929840483269147
17,6,0.9963446676438587
17,7,0.982007315564145
18,0,0.9995913724249105
18,1,0.998124456906747
18,2,0.9968028214511099
18,3,0.9976990081424395
18,4,0.9975404111847146
18,5,0.9910538498538456
18,6,0.9953636744902098
18,7,0.9750749631615355
19,0,0.9997215594145087
19,1,0.9976800594743368
19,2,0.9965821369294671
19,3,0.9982941614359869
19,4,0.997544654070386
19,5,0.9920264494602389
19,6,0.9965924065061245
19,7,0.9784972667562147
20,0,0.9996381261210749
20,1,0.9977475816118359
20,2,0.9968783424758222
20,3,0.9978572261508777
20,4,0.9975792716609412
20,5,0.9933077656373231
20,6,0.9975653749479795
20,7,0.98278961572553
