Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1
34.50121235847473,1,0.22952699161425577,147.0718205503692,0.7591517857142858,0.9129464285714286
24.316765069961548,2,0.2610062893081761,159.07052021037714,0.7833407738095237,0.9300595238095238
19.06701159477234,3,0.18225890985324947,140.35968652002612,0.766752232142857,1.0
21.36039090156555,4,0.23172169811320756,177.13319734030657,0.8410616987179488,0.890625
26.734767198562622,5,0.19916142557651992,151.64563956804034,0.7546180555555556,0.8828125
24.722795724868774,6,0.17904874213836477,146.48159474828228,0.7869791666666667,0.921875
27.81803822517395,7,0.15009171907756813,143.37625465885208,0.6046186018842269,0.8828125
26.014824628829956,8,0.20518867924528303,166.16847354417143,0.7647970085470085,0.953125
19.075129985809326,9,0.2947458071278826,168.85733149614794,0.90453125,1.0
21.62959933280945,10,0.39688155136268344,174.16112539829317,0.9212797619047619,1.0
27.300729274749756,11,0.4288194444444444,177.3383985492144,0.9222767857142857,1.0
25.340062141418457,12,0.44513233752620546,174.75403171314818,0.9271874999999999,1.0
26.858968257904053,13,0.49413653039832284,176.2889956860609,0.92609375,1.0
26.407402276992798,14,0.5344274109014675,178.52733684228866,0.9245982142857143,1.0
18.47565722465515,15,0.5624344863731656,162.81130181900764,0.9247098214285714,1.0
25.901111125946045,16,0.593062106918239,170.40836247086,0.9239955357142857,0.98125
26.765939235687256,17,0.5914570230607966,171.31814147952926,0.9081026785714286,0.975
25.167072296142578,18,0.598401467505241,168.82603590678778,0.8875,0.9
28.16448450088501,19,0.6223466981132075,157.21685533046386,0.9349999999999999,1.0
26.13058614730835,20,0.6197589098532494,158.0683396509244,0.9317633928571428,1.0
17.90334725379944,21,0.6360718029350105,153.6714365131009,0.93125,1.0
25.51977276802063,22,0.6177607442348009,160.13378032133008,0.9201081730769232,0.99375
27.224365711212158,23,0.6294549266247379,161.46720286175767,0.9386607142857143,0.98125
29.470701694488525,24,0.6409525681341719,162.38972997083283,0.9317187499999999,0.99375
25.726016759872437,25,0.6606721698113207,161.55109284681424,0.94046875,1.0
23.58599305152893,26,0.6538259958071279,166.12272571806665,0.9416517857142856,1.0
20.935463905334473,27,0.6607376834381551,172.05325803366816,0.936674107142857,1.0
26.019306421279907,28,0.6636530398322851,173.1436397907818,0.9407932692307692,1.0
27.089738607406616,29,0.6534001572327044,184.28916517256243,0.9404567307692308,0.99375
26.49207353591919,30,0.6780660377358491,175.68323767508383,0.9182520604395604,0.99375
27.5977566242218,31,0.6688286163522013,175.34169612502325,0.9284375,1.0
20.531171798706055,32,0.6800314465408805,171.9727885451649,0.94109375,1.0
16.303913831710815,33,0.6864845387840671,173.0189596547153,0.9435267857142857,1.0
16.566744089126587,34,0.6867793501048218,170.04828020300587,0.9437946428571429,1.0
15.831090688705444,35,0.6947720125786163,170.32146077344453,0.94765625,1.0
15.86675214767456,36,0.7004389412997903,173.79960989599485,0.9473437500000002,0.99375
16.73873519897461,37,0.6919221698113207,169.07953276490917,0.94765625,1.0
14.940226078033447,38,0.6848794549266247,176.49253355312229,0.9522023809523809,1.0
16.52011489868164,39,0.6951650943396226,181.73366886738407,0.9546875,1.0
15.53551173210144,40,0.6885482180293501,173.81898630471875,0.9521875,1.0
16.293292760849,41,0.6961477987421384,175.36909191758963,0.9507366071428571,1.0
