Server round,Layer,Similarity
1,0,"{'mean': 0.9993827432013961, 'ci': array([0.00033274])}"
1,1,"{'mean': 0.9841649937830564, 'ci': 0.008823969407242505}"
1,2,"{'mean': 0.9998995986491849, 'ci': array([3.46072528e-05])}"
1,3,"{'mean': 0.8305528334248905, 'ci': 0.03475816267098153}"
1,4,"{'mean': 0.9979370366456276, 'ci': 0.0005766875422714701}"
1,5,"{'mean': 0.7480323921253133, 'ci': 0.047024177282084634}"
1,6,"{'mean': 0.7867503246096111, 'ci': 0.030692071296600676}"
1,7,"{'mean': 0.20226391293402246, 'ci': 0.18580598345085653}"
2,0,"{'mean': 0.9994061887686762, 'ci': array([0.00021794])}"
2,1,"{'mean': 0.9502964204080232, 'ci': 0.02542165393762441}"
2,2,"{'mean': 0.9998534765587772, 'ci': array([4.63270555e-05])}"
2,3,"{'mean': 0.8796891208321839, 'ci': 0.08492252805973277}"
2,4,"{'mean': 0.9965372759153165, 'ci': 0.0012153784228792208}"
2,5,"{'mean': 0.8661559479225193, 'ci': 0.07830031234058732}"
2,6,"{'mean': 0.8316777670562491, 'ci': 0.04198044204333706}"
2,7,"{'mean': 0.23492738167681845, 'ci': 0.11697494051767784}"
3,0,"{'mean': 0.9989967909688624, 'ci': array([0.00044433])}"
3,1,"{'mean': 0.9357452762858901, 'ci': 0.03486406614471016}"
3,2,"{'mean': 0.99962937913355, 'ci': array([0.00019955])}"
3,3,"{'mean': 0.9056947058144096, 'ci': 0.015722889272366203}"
3,4,"{'mean': 0.9950290248387481, 'ci': 0.0014017490970026358}"
3,5,"{'mean': 0.8571159626028756, 'ci': 0.021405871149237088}"
3,6,"{'mean': 0.850791583713811, 'ci': 0.032006105499179816}"
3,7,"{'mean': 0.21519209914918566, 'ci': 0.1410878152099375}"
4,0,"{'mean': 0.9991215456568727, 'ci': array([0.00039405])}"
4,1,"{'mean': 0.9234084494823501, 'ci': 0.05951438208829929}"
4,2,"{'mean': 0.9993513116804654, 'ci': array([0.00055862])}"
4,3,"{'mean': 0.8636592706400497, 'ci': 0.05163629397168257}"
4,4,"{'mean': 0.9937418165079043, 'ci': 0.0030212119136853177}"
4,5,"{'mean': 0.8345266971239943, 'ci': 0.054375772425974356}"
4,6,"{'mean': 0.8671173377968566, 'ci': 0.030014014688228174}"
4,7,"{'mean': 0.40067761358072707, 'ci': 0.14220649396966656}"
5,0,"{'mean': 0.9973565182974188, 'ci': array([0.00079042])}"
5,1,"{'mean': 0.9718581506802639, 'ci': 0.01635044750743897}"
5,2,"{'mean': 0.998726373102509, 'ci': array([0.00080501])}"
5,3,"{'mean': 0.8965607060042048, 'ci': 0.04426763916129206}"
5,4,"{'mean': 0.993708531157234, 'ci': 0.001480020270016369}"
5,5,"{'mean': 0.8395625408012442, 'ci': 0.051006845414429014}"
5,6,"{'mean': 0.8067539587602776, 'ci': 0.024922559342431705}"
5,7,"{'mean': 0.36232683126012827, 'ci': 0.1659360193864305}"
6,0,"{'mean': 0.9955911824104735, 'ci': array([0.00154306])}"
6,1,"{'mean': 0.9669673231446847, 'ci': 0.014606049295968204}"
