Server round,Layer,Similarity
1,45,0.0
1,40,0.0
1,8,0.0
1,35,0.0
1,28,0.0
1,10,0.0
1,41,0.0
1,25,0.0
1,18,0.0
1,20,0.0
1,17,0.0
1,0,0.0
1,44,0.0
1,3,0.0
1,27,0.0
1,24,0.0
1,31,0.0
1,33,0.0
1,42,0.0
1,36,0.0
1,6,0.0
1,30,0.0
1,4,0.0
1,13,0.0
1,43,0.0
1,23,0.0
1,37,0.0
1,16,0.0
1,7,0.0
1,1,0.0
1,0,
1,1,
1,2,
1,3,
1,4,
1,5,
1,6,
1,7,
2,36,0.0
2,46,0.0
2,45,0.0
2,30,0.0
2,0,0.0
2,42,0.0
2,11,0.0
2,2,0.0
2,10,0.0
2,31,0.0
2,32,0.0
2,1,0.0
2,5,0.0
2,28,0.0
2,14,0.0
2,23,0.0
2,13,0.0
2,8,0.0
2,27,0.0
2,37,0.0
2,41,0.0
2,38,0.0
2,19,0.0
2,3,0.0
2,25,0.0
2,40,0.0
2,48,0.0
2,44,0.0
2,12,0.0
2,16,0.0
2,0,
2,1,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
3,14,0.0
3,32,0.0
3,36,0.0
3,15,0.0
3,0,0.0
3,35,0.0
3,27,0.0
3,20,0.0
3,16,0.0
3,44,0.0
3,30,0.0
3,38,0.0
3,23,0.0
3,31,0.0
3,43,0.0
3,8,0.0
3,42,0.0
3,29,0.0
3,48,0.0
3,7,0.0
3,12,0.0
3,28,0.0
3,34,0.0
3,4,0.0
3,33,0.0
3,41,0.0
3,2,0.0
3,40,0.0
3,39,0.0
3,37,0.0
3,0,
3,1,
3,2,
3,3,
3,4,
3,5,
3,6,
3,7,
4,4,0.0
4,43,0.0
4,42,0.0
4,14,0.0
4,20,0.0
4,45,0.0
4,35,0.0
4,0,0.0
4,17,0.0
4,24,0.0
4,47,0.0
4,30,0.0
4,18,0.0
4,8,0.0
4,23,0.0
4,36,0.0
4,33,0.0
4,9,0.0
4,19,0.0
4,46,0.0
4,25,0.0
4,6,0.0
4,1,0.0
4,11,0.0
4,3,0.0
4,27,0.0
4,26,0.0
4,15,0.0
4,28,0.0
4,5,0.0
4,0,
4,1,
4,2,
4,3,
4,4,
4,5,
4,6,
4,7,
5,33,0.0
5,0,0.0
5,2,0.0
5,4,0.0
5,7,0.0
