Server round,Layer,Similarity
1,0,0.7011275002438789
1,1,0.05476494735758038
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.20699827525556605
1,9,0.0033539911788874888
2,0,0.9704760893601313
2,1,0.9222268065481644
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.28548345456066976
2,9,0.24004372668587007
3,0,0.9790434032066028
3,1,0.9170849549301217
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.37984996030728646
3,9,0.41552147676166834
4,0,0.9835331782281069
4,1,0.9721485216595345
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.3424601951697948
4,9,0.3045000802197185
5,0,0.9939056068092599
5,1,0.9981565577166599
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.6043519375691537
5,9,0.36836615966755737
6,0,0.9971598043771664
6,1,0.9996331192437258
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.8842605677163817
6,9,0.4981955056568061
7,0,0.9908240967312528
7,1,0.9990190508304133
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.8425200168229535
7,9,0.6322982526009181
8,0,0.99301406199801
8,1,0.9978278748337424
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.7722021478229718
8,9,0.46019246387422585
9,0,0.9944229627198363
9,1,0.9958909724664459
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.7539646058942561
9,9,0.4945970412524936
10,0,0.9947244183772354
10,1,0.9929812151132135
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.7290261087433939
10,9,0.48215946505739304
11,0,0.9897213806223871
11,1,0.9791172677217431
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.6405318728865795
11,9,0.35327434734872326
12,0,0.9941314400310813
12,1,0.9783443358698193
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.5955628410696343
12,9,0.33160977482226445
13,0,0.9911596527689719
13,1,0.9734898526966179
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.5963580983012666
13,9,0.32895055699092507
14,0,0.9868853658929538
14,1,0.9481747193951017
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.5689169911947425
14,9,0.27844003396289413
15,0,0.9839818590796622
15,1,0.9096851161711572
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.6122875225711932
15,9,0.4429644058697775
16,0,0.9828305084633708
16,1,0.8356578677045086
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.6005589531349468
16,9,0.37761010424836966
17,0,0.9890256179762301
17,1,0.8815853736260465
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0
17,7,0.0
17,8,0.5177626137051183
17,9,0.21547501432248126
18,0,0.9874003135971295
18,1,0.8847216301859576
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.5001311257697675
18,9,0.2684134462920274
19,0,0.9757022793254047
19,1,0.800450503541294
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.0
19,7,0.0
19,8,0.5704892723489847
19,9,0.421457307058982
20,0,0.9843720620406758
20,1,0.8871538737190922
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.5311381741243466
20,9,0.2609066808043529
21,0,0.984968209071157
21,1,0.8217227112902513
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.0
21,7,0.0
21,8,0.5321422558659507
21,9,0.2401250996585104
22,0,0.9739512011907098
22,1,0.8391032171463987
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,0.0
22,7,0.0
22,8,0.5635120532985965
22,9,0.28198576752386756
23,0,0.9656800496373376
23,1,0.8679905582388749
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.0
23,7,0.0
23,8,0.5579289520525909
23,9,0.27929962378158074
24,0,0.957946774943439
24,1,0.7615717542481683
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0
24,6,0.0
24,7,0.0
24,8,0.46413706327822735
24,9,0.1865282683751016
25,0,0.9757296038226331
25,1,0.8452189707486727
25,2,0.0
25,3,0.0
25,4,0.0
25,5,0.0
25,6,0.0
25,7,0.0
25,8,0.4996426231588864
25,9,0.21424751216782115
26,0,0.9588794184127384
26,1,0.6667564137858668
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.0
26,7,0.0
26,8,0.5453893726768533
26,9,0.29832010097433037
27,0,0.9697850830030919
27,1,0.7182286428217047
27,2,0.0
27,3,0.0
27,4,0.0
27,5,0.0
27,6,0.0
27,7,0.0
27,8,0.5222729770944544
27,9,0.15718404907894742
28,0,0.9417957081828141
28,1,0.5334158314482914
28,2,0.0
28,3,0.0
28,4,0.0
28,5,0.0
28,6,0.0
28,7,0.0
28,8,0.40673461619621437
28,9,0.2436078633332246
29,0,0.9550819420887535
29,1,0.858585258238199
29,2,0.0
29,3,0.0
29,4,0.0
29,5,0.0
29,6,0.0
29,7,0.0
29,8,0.5277058337995689
29,9,0.3063909479203752
30,0,0.9597427228425571
30,1,0.6913479165533416
30,2,0.0
30,3,0.0
30,4,0.0
30,5,0.0
30,6,0.0
30,7,0.0
30,8,0.5513740529866128
30,9,0.2304309829651667
31,0,0.9478238959536069
31,1,0.6273672141956186
31,2,0.0
31,3,0.0
31,4,0.0
31,5,0.0
31,6,0.0
31,7,0.0
31,8,0.5558631296072382
31,9,0.27920043965131885
32,0,0.9549643311808763
32,1,0.6156747965594895
32,2,0.0
32,3,0.0
32,4,0.0
32,5,0.0
32,6,0.0
32,7,0.0
32,8,0.4836232387751118
32,9,0.13478626546657488
33,0,0.9430656778160945
33,1,0.5672528245944666
33,2,0.0
33,3,0.0
33,4,0.0
33,5,0.0
33,6,0.0
33,7,0.0
33,8,0.47054665353009195
33,9,0.21246679344189992
34,0,0.9498584490281111
34,1,0.5478046223530608
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,0.0
34,7,0.0
34,8,0.5389473106216908
34,9,0.2722988764954052
35,0,0.9377443863107958
35,1,0.6651348611727477
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,0.0
35,7,0.0
35,8,0.5460491450040349
35,9,0.21533206575575894
36,0,0.9542876202482328
36,1,0.6703692274338112
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.0
36,7,0.0
36,8,0.5461140040786577
36,9,0.2625453249243382
37,0,0.9391889564051964
37,1,0.4832191701761914
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.0
37,7,0.0
37,8,0.5293912801274161
37,9,0.16681478894161506
38,0,0.9167245481012424
38,1,0.45598724597032475
38,2,0.0
38,3,0.0
38,4,0.0
38,5,0.0
38,6,0.0
38,7,0.0
38,8,0.5518830651131229
38,9,0.1716114687564747
39,0,0.9341389796864198
39,1,0.6653182163279315
39,2,0.0
39,3,0.0
39,4,0.0
39,5,0.0
39,6,0.0
39,7,0.0
39,8,0.4863419957335197
39,9,0.2606329503501774
40,0,0.9415569641112419
40,1,0.6330430259553302
40,2,0.0
40,3,0.0
40,4,0.0
40,5,0.0
40,6,0.0
40,7,0.0
40,8,0.5285667334865454
40,9,0.3110023016331666
41,0,0.9291270515741111
41,1,0.7003272965705394
41,2,0.0
41,3,0.0
41,4,0.0
41,5,0.0
41,6,0.0
41,7,0.0
41,8,0.5123186624179693
41,9,0.2507662174868437
42,0,0.9251875897733775
42,1,0.5538778096524407
42,2,0.0
42,3,0.0
42,4,0.0
42,5,0.0
42,6,0.0
42,7,0.0
42,8,0.3830235313532917
42,9,0.23474335097840293
43,0,0.9103528847479178
43,1,0.5160490531536898
43,2,0.0
43,3,0.0
43,4,0.0
43,5,0.0
43,6,0.0
43,7,0.0
43,8,0.6416146776716914
43,9,0.4477622982218861
44,0,0.9068478728918925
44,1,0.4032046162633112
44,2,0.0
44,3,0.0
44,4,0.0
44,5,0.0
