Server round,Layer,Similarity
1,0,0.9994880055842444
1,1,0.9276076543955744
1,2,0.9996719635086307
1,3,0.8874697967887788
1,4,0.9986576113281055
1,5,0.8783209934509976
1,6,0.9246715713793656
1,7,0.2387238193307145
2,0,0.9988474659320393
2,1,0.9399515432722754
2,2,0.9996250921667299
2,3,0.9173342096190127
2,4,0.9979511163392479
2,5,0.9076894396958668
2,6,0.9219843089764633
2,7,0.27910210691899945
3,0,0.9981888371473505
3,1,0.9865154780113236
3,2,0.9995062693800274
3,3,0.9690781963555395
3,4,0.9980249737014314
3,5,0.9378301584096053
3,6,0.9441827306383299
3,7,0.5006440861099771
4,0,0.9988992183370436
4,1,0.9930549357170723
4,2,0.9992769978678507
4,3,0.9899251010825335
4,4,0.9984689444634962
4,5,0.9652773900123273
4,6,0.9691491038862724
4,7,0.6740542831057005
5,0,0.9987688112435286
5,1,0.9947599902623251
5,2,0.9986453177502531
5,3,0.992126089830731
5,4,0.9976209864054898
5,5,0.9738091278185937
5,6,0.9618940427325152
5,7,0.7642966402822752
6,0,0.999414053807902
6,1,0.9929954887895006
6,2,0.9988668616803995
6,3,0.9942182572564945
6,4,0.9980943443021827
6,5,0.9713953165422025
6,6,0.9767927327088536
6,7,0.8234048347164142
7,0,0.9992944554700481
7,1,0.9903421160275306
7,2,0.9980472848186993
7,3,0.992827459761811
7,4,0.9973388120275183
7,5,0.9757063613177436
7,6,0.9749427883399554
7,7,0.8344683508481846
8,0,0.9995599273408384
8,1,0.9942943214557037
8,2,0.9980733331595922
8,3,0.991304822188018
8,4,0.9975167229684893
8,5,0.9779233090569925
8,6,0.9831759067685386
8,7,0.8612992532999234
9,0,0.9996767517134758
9,1,0.9951589248419586
9,2,0.9981317896099728
9,3,0.9960183941174101
9,4,0.9975714914434389
9,5,0.983611500143667
9,6,0.9855857569184319
9,7,0.9076703854991125
10,0,0.9996427661401549
10,1,0.996248893134125
10,2,0.9982715465148857
10,3,0.9955672869501649
10,4,0.9977465698482432
10,5,0.9795689083433056
10,6,0.9864920322278085
10,7,0.9053923472293172
11,0,0.9997743085540156
11,1,0.9960478598244348
11,2,0.9986824534509166
11,3,0.9959709688949258
11,4,0.9979229125200995
11,5,0.979192207642869
11,6,0.9892129872717792
11,7,0.9032751680497286
12,0,0.9996154286142532
12,1,0.9957826024570041
12,2,0.9979680948954952
12,3,0.9953049384444134
12,4,0.9978461248932221
12,5,0.9843014739010792
12,6,0.9921523250079621
12,7,0.9360307942258026
13,0,0.9996293254294222
13,1,0.9950541325555499
13,2,0.9975344551338535
13,3,0.9968858776339974
13,4,0.9974356270297616
13,5,0.9853481261471138
13,6,0.9900299044272018
13,7,0.9395481411062526
14,0,0.9997132536829959
14,1,0.9964207111591873
14,2,0.9973568770068163
14,3,0.9965955649524255
14,4,0.9974231274094997
14,5,0.9880144867111964
14,6,0.9932158047870248
14,7,0.9434215546350093
15,0,0.9996182901270233
15,1,0.9976627351786634
15,2,0.9976656127155362
15,3,0.9968067361855201
15,4,0.9977521585118607
15,5,0.9870628721212151
15,6,0.9946028259471921
15,7,0.9522704874229412
16,0,0.9996673162016032
16,1,0.9968451790299463
16,2,0.9978160423136719
16,3,0.9972516161397674
16,4,0.9974978588982687
16,5,0.9845939834209414
16,6,0.9928104981849564
16,7,0.9418571719116228
17,0,0.9996606074934319
17,1,0.9969116047789481
17,2,0.9968998011504236
17,3,0.9971532392507497
17,4,0.9974954782648089
17,5,0.9876394600833267
17,6,0.9942045671329088
17,7,0.9553837191182543
18,0,0.9996965706231337
18,1,0.9971741279089184
18,2,0.9979810210078233
18,3,0.9980059965890917
18,4,0.9977311633324791
18,5,0.9882180845514595
18,6,0.9953874226006422
18,7,0.962692489124434
19,0,0.9996963898986517
19,1,0.9966436647673937
19,2,0.9972663980769784
19,3,0.9981465370056134
19,4,0.9975347522352869
19,5,0.9887043838820738
19,6,0.9948836576948396
19,7,0.9557855486781036
20,0,0.9996661320421271
20,1,0.9979588320389675
20,2,0.9968134490973345
20,3,0.9984865046530013
20,4,0.9973488584647693
20,5,0.9895302585208269
20,6,0.9947904607111128
20,7,0.9645600760750795
