Server round,Layer,Similarity
1,0,0.45462679429390546
1,1,0.12153808755696334
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.367789533142075
1,7,0.013149419893153831
2,0,0.9633493633010218
2,1,0.9941688552031516
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.7665161831250616
2,7,0.3561291974264475
3,0,0.9859197038181161
3,1,0.9985703763778879
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.9084765923610872
3,7,0.7013631857934167
4,0,0.9831602030762426
4,1,0.9959407635483243
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.8024132657236901
4,7,0.45243340480278355
5,0,0.9783717937876087
5,1,0.9913649636236715
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.747938320992998
5,7,0.5025998867040373
6,0,0.9805524044906805
6,1,0.9784346792258715
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.7020426798721702
6,7,0.3684511952437069
7,0,0.9637920617507069
7,1,0.9679540555604399
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.6183516905849574
7,7,0.35391901615399296
8,0,0.9642159632397403
8,1,0.9518298808928409
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.5759691327812825
8,7,0.22462977906003825
9,0,0.9659252157738886
9,1,0.9618754849810159
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.6275122185967501
9,7,0.3429285310515655
10,0,0.9691288594478692
10,1,0.9753348205973369
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.6375525616286096
10,7,0.46764439127679713
11,0,0.954417385758148
11,1,0.921618708539031
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.5385562022177194
11,7,0.183357836956469
12,0,0.9456007350532256
12,1,0.9416711306521489
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.5349124704889818
12,7,0.2629262758383086
13,0,0.9537919560391873
13,1,0.9379858812404921
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.5544314959006191
13,7,0.3015131177054943
14,0,0.9389888928799542
14,1,0.9302445385103066
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.5548537266977474
14,7,0.3629873622994366
15,0,0.9422598072715748
15,1,0.8708462887775933
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.5242899849191947
15,7,0.29029907945302263
16,0,0.9390036300871804
16,1,0.8446181327646624
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.48671512337255285
16,7,0.3563228296074466
17,0,0.9383253262213608
17,1,0.90543183676719
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.5280537898745097
17,7,0.2546229105359695
18,0,0.9307330691436446
18,1,0.8398762922424736
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.44499740639496926
18,7,0.22397528119150992
